player_name,season,cii,archetype,confidence,cii_self_created,cii_pressure_appetite,cii_difficulty_embrace,cii_defensive_survival,cii_force_multiplication
Elfrid Payton,2017-18,38.23,Role Player,High,42.8,29.97,23.56,54.05,50.81
Enes Freedom,2017-18,31.56,Role Player,High,36.94,19.83,6.4,54.05,61.37
Eric Bledsoe,2017-18,55.39,Luxury Amplifier,High,56.4,68.8,40.87,54.05,49.86
Eric Gordon,2017-18,31.17,Role Player,High,30.59,17.17,23.79,54.05,48.32
Ersan Ilyasova,2017-18,22.09,Role Player,High,3.34,18.06,17.81,54.05,49.01
Evan Fournier,2017-18,45.27,Fragile Star,High,25.66,74.83,29.39,54.05,48.81
Evan Turner,2017-18,38.82,Role Player,High,37.01,22.66,45.09,54.05,49.29
Frank Kaminsky,2017-18,23.92,Role Player,High,14.43,12.17,16.47,54.05,51.42
Frank Mason III,2017-18,34.53,Role Player,High,35.0,17.17,35.34,54.05,45.65
Frank Ntilikina,2017-18,41.65,Fragile Star,High,27.63,47.62,43.79,54.05,45.92
Fred VanVleet,2017-18,28.69,Role Player,High,31.59,16.0,11.36,54.05,48.35
Garrett Temple,2017-18,32.05,Role Player,High,21.17,26.33,31.97,54.05,46.15
Gary Harris,2017-18,34.4,Role Player,High,26.48,30.35,29.7,54.05,48.21
George Hill,2017-18,43.38,Fragile Star,High,42.16,47.57,29.89,54.05,47.53
Gerald Green,2017-18,28.01,Role Player,High,22.47,14.67,25.6,54.05,43.78
Giannis Antetokounmpo,2017-18,51.39,Fragile Star,High,58.48,44.65,42.3,54.05,61.2
Goran Dragic,2017-18,45.38,Fragile Star,High,50.79,32.51,44.63,54.05,49.86
Greg Monroe,2017-18,27.03,Role Player,High,31.04,11.0,5.0,54.05,58.63
Harrison Barnes,2017-18,52.0,Fragile Star,High,41.27,70.39,42.06,54.05,55.06
Ian Clark,2017-18,26.75,Role Player,High,20.08,10.0,28.3,54.05,44.59
Isaiah Canaan,2017-18,38.25,Role Player,High,41.15,35.25,22.13,54.05,45.56
Isaiah Taylor,2017-18,32.18,Role Player,High,25.96,37.51,11.16,54.05,46.75
Isaiah Thomas,2017-18,54.23,Fragile Star,High,45.19,72.0,50.46,54.05,44.76
Ish Smith,2017-18,44.75,Fragile Star,High,48.05,28.3,52.31,54.05,46.95
J.J. Barea,2017-18,44.92,Fragile Star,High,52.87,30.64,43.3,54.05,46.31
JJ Redick,2017-18,39.08,Role Player,High,19.47,40.38,52.0,54.05,46.34
JR Smith,2017-18,25.29,Role Player,High,16.98,10.0,25.66,54.05,44.61
JaMychal Green,2017-18,21.68,Role Player,High,9.18,12.33,14.0,54.05,49.35
Jabari Parker,2017-18,27.77,Role Player,High,20.26,11.17,29.33,54.05,49.25
Jae Crowder,2017-18,20.13,Role Player,High,5.21,10.0,16.8,54.05,46.04
Jakob Poeltl,2017-18,24.05,Role Player,High,8.2,33.34,2.1,54.05,47.25
Jamal Crawford,2017-18,44.11,Fragile Star,High,43.16,28.5,57.14,54.05,45.05
Jamal Murray,2017-18,45.79,Fragile Star,High,46.45,40.27,44.4,54.05,48.0
Jameer Nelson,2017-18,31.41,Role Player,High,23.74,20.28,33.26,54.05,44.54
James Ennis III,2017-18,19.26,Role Player,High,4.27,10.0,11.17,54.05,51.37
James Harden,2017-18,80.51,Franchise Engine,High,99.44,90.0,73.8,54.05,53.11
James Johnson,2017-18,41.15,Fragile Star,High,33.3,57.82,17.03,54.05,51.89
Jarell Martin,2017-18,26.2,Role Player,High,7.87,25.86,20.9,54.05,50.82
Jarrett Allen,2017-18,24.63,Role Player,High,0.42,44.46,1.7,54.05,49.43
Jarrett Jack,2017-18,51.0,Fragile Star,High,39.64,63.0,53.31,54.05,45.84
Jaylen Brown,2017-18,24.44,Role Player,High,16.08,14.17,13.84,54.05,51.94
Jayson Tatum,2017-18,39.28,Role Player,High,26.43,47.04,31.7,54.05,51.45
Jeff Green,2017-18,24.51,Role Player,High,19.28,10.0,13.67,54.05,53.81
Jeff Teague,2017-18,44.3,Fragile Star,High,60.25,18.33,43.41,54.05,48.55
Jerami Grant,2017-18,19.35,Role Player,High,6.03,12.17,3.69,54.05,56.5
Jeremy Lamb,2017-18,43.04,Fragile Star,High,41.67,41.05,36.43,54.05,48.83
Jerian Grant,2017-18,42.9,Fragile Star,High,43.72,33.39,42.41,54.05,48.52
Jerryd Bayless,2017-18,24.5,Role Player,High,3.67,33.82,12.46,54.05,43.47
Jimmy Butler III,2017-18,65.35,Luxury Amplifier,High,63.47,90.0,51.09,54.05,54.84
Jodie Meeks,2017-18,25.28,Role Player,High,4.68,32.14,17.21,54.05,42.95
Joe Harris,2017-18,24.37,Role Player,High,5.07,33.55,7.81,54.05,47.91
Joe Ingles,2017-18,29.54,Role Player,High,26.04,22.21,17.4,54.05,45.84
Joel Embiid,2017-18,46.63,Fragile Star,High,38.57,51.48,35.16,54.05,70.54
John Collins,2017-18,25.92,Role Player,High,6.14,37.84,6.89,54.05,51.28
John Wall,2017-18,60.14,Luxury Amplifier,High,60.64,69.23,59.71,54.05,45.89
Jonas Valančiūnas,2017-18,24.84,Role Player,High,17.88,17.33,6.9,54.05,56.57
Jonathon Simmons,2017-18,35.03,Role Player,High,38.86,19.67,26.1,54.05,51.27
Jordan Clarkson,2017-18,39.79,Role Player,High,43.49,23.67,39.5,54.05,48.16
Josh Hart,2017-18,25.09,Role Player,High,6.97,32.97,8.63,54.05,49.25
Josh Jackson,2017-18,30.2,Role Player,High,26.73,14.67,26.71,54.05,50.62
Josh Richardson,2017-18,35.68,Role Player,High,27.42,32.59,32.17,54.05,47.65
Jrue Holiday,2017-18,53.87,Fragile Star,High,56.18,59.7,44.57,54.05,50.74
Julius Randle,2017-18,34.94,Role Player,High,31.37,40.02,6.39,54.05,61.42
Justin Holiday,2017-18,25.98,Role Player,High,12.95,13.0,30.3,54.05,46.79
Justin Jackson,2017-18,24.75,Role Player,High,4.37,24.92,23.37,54.05,44.3
Justise Winslow,2017-18,28.21,Role Player,High,12.49,38.49,8.79,54.05,49.75
Jusuf Nurkić,2017-18,27.48,Role Player,High,7.81,32.36,14.2,54.05,61.0
Karl-Anthony Towns,2017-18,26.01,Role Player,High,14.5,17.33,14.87,54.05,62.46
Kelly Olynyk,2017-18,30.79,Role Player,High,19.22,38.45,12.04,54.05,48.96
Kelly Oubre Jr.,2017-18,23.26,Role Player,High,13.48,14.17,13.03,54.05,49.65
Kemba Walker,2017-18,73.51,Strong Creator,High,80.28,88.5,71.74,54.05,48.5
Kent Bazemore,2017-18,41.71,Fragile Star,High,28.02,57.0,30.2,54.05,49.02
Kentavious Caldwell-Pope,2017-18,35.26,Role Player,High,18.16,44.85,28.61,54.05,47.74
Kevin Durant,2017-18,62.36,Luxury Amplifier,High,61.48,67.94,65.9,54.05,56.44
Kevin Love,2017-18,26.96,Role Player,High,6.8,32.91,15.93,54.05,54.01
Kevon Looney,2017-18,20.73,Role Player,High,11.69,12.6,7.1,54.05,45.5
Khem Birch,2017-18,29.03,Role Player,High,8.87,51.83,3.4,54.05,46.25
Khris Middleton,2017-18,52.45,Fragile Star,High,49.92,48.58,60.61,54.05,51.0
Klay Thompson,2017-18,33.39,Role Player,High,16.21,22.76,48.91,54.05,49.52
Kobi Simmons,2017-18,26.64,Role Player,High,22.17,12.67,20.46,54.05,46.25
Kosta Koufos,2017-18,19.34,Role Player,High,10.15,10.0,3.7,54.05,49.5
Kris Dunn,2017-18,55.22,Luxury Amplifier,High,46.04,68.51,56.64,54.05,48.45
Kristaps Porziņģis,2017-18,43.92,Fragile Star,High,17.18,65.34,40.16,54.05,62.88
Kyle Collinsworth,2017-18,31.89,Role Player,High,21.96,49.33,1.2,54.05,46.25
Kyle Korver,2017-18,19.74,Role Player,High,3.48,12.17,15.99,54.05,43.5
Kyle Kuzma,2017-18,32.31,Role Player,High,19.92,36.9,19.36,54.05,51.27
Kyle Lowry,2017-18,47.44,Fragile Star,High,53.75,42.6,38.91,54.05,47.77
Kyle O'Quinn,2017-18,23.79,Role Player,High,16.44,10.5,16.5,54.05,48.25
Kyrie Irving,2017-18,72.11,Strong Creator,High,79.91,90.0,62.41,54.05,50.48
LaMarcus Aldridge,2017-18,49.67,Fragile Star,High,42.34,48.46,49.39,54.05,68.64
Lance Stephenson,2017-18,40.82,Fragile Star,High,34.15,39.81,38.84,54.05,47.43
Lance Thomas,2017-18,18.48,Role Player,High,3.34,10.0,12.59,54.05,43.52
Larry Nance Jr.,2017-18,20.6,Role Player,High,6.34,12.0,12.7,54.05,50.5
Lauri Markkanen,2017-18,29.36,Role Player,High,8.82,40.16,18.44,54.05,48.75
LeBron James,2017-18,72.29,Strong Creator,High,82.3,90.0,56.43,54.05,57.04
Lonzo Ball,2017-18,37.54,Role Player,High,27.95,41.2,30.1,54.05,47.31
Lou Williams,2017-18,61.9,Luxury Amplifier,High,66.72,69.79,56.71,54.05,49.84
Luc Mbah a Moute,2017-18,16.62,Role Player,High,1.57,10.94,1.09,54.05,50.87
Luke Kennard,2017-18,33.49,Role Player,High,15.1,39.63,31.33,54.05,46.75
Malcolm Brogdon,2017-18,32.88,Role Player,High,40.65,11.83,24.59,54.05,47.0
Malcolm Delaney,2017-18,28.42,Role Player,High,23.96,10.0,30.99,54.05,44.29
Manu Ginobili,2017-18,36.29,Role Player,High,28.11,45.72,17.36,54.05,48.51
Marc Gasol,2017-18,36.45,Role Player,High,10.97,52.44,29.67,54.05,60.08
Marcin Gortat,2017-18,19.91,Role Player,High,3.97,11.5,12.2,54.05,53.01
Marco Belinelli,2017-18,31.32,Role Player,High,12.49,28.44,38.2,54.05,47.19
Marcus Morris Sr.,2017-18,34.44,Role Player,High,25.97,21.3,39.99,54.05,52.18
Marcus Smart,2017-18,30.36,Role Player,High,25.27,17.07,27.41,54.05,49.25
Mario Chalmers,2017-18,38.15,Role Player,High,24.38,53.52,22.3,54.05,48.9
Mario Hezonja,2017-18,34.44,Role Player,High,14.5,54.83,17.24,54.05,48.22
Markieff Morris,2017-18,28.4,Role Player,High,9.42,25.91,29.07,54.05,51.75
Marquese Chriss,2017-18,22.54,Role Player,High,2.22,28.53,8.69,54.05,48.96
Marvin Williams,2017-18,17.55,Role Player,High,1.62,11.0,7.39,54.05,47.33
Mason Plumlee,2017-18,24.78,Role Player,High,9.38,33.55,3.5,54.05,47.75
Maxi Kleber,2017-18,20.33,Role Player,High,0.57,22.89,8.79,54.05,45.75
Michael Beasley,2017-18,38.46,Role Player,High,32.27,37.56,26.97,54.05,58.85
Michael Kidd-Gilchrist,2017-18,27.25,Role Player,High,16.89,10.83,30.9,54.05,51.88
Mike Conley,2017-18,58.13,Luxury Amplifier,High,52.54,81.17,47.44,54.05,44.8
Mike James,2017-18,44.25,Fragile Star,High,45.13,42.8,36.93,54.05,45.21
Mike Muscala,2017-18,16.83,Role Player,High,0.53,10.0,7.1,54.05,46.44
Mike Scott,2017-18,23.03,Role Player,High,3.39,11.17,31.69,54.05,47.74
Milos Teodosic,2017-18,40.1,Fragile Star,High,37.61,33.97,39.61,54.05,42.92
Montrezl Harrell,2017-18,24.09,Role Player,High,17.5,18.67,3.19,54.05,54.25
Myles Turner,2017-18,27.04,Role Player,High,3.46,25.58,30.79,54.05,53.42
Nerlens Noel,2017-18,16.09,Role Player,High,0.35,10.0,3.9,54.05,46.0
Nick Young,2017-18,30.77,Role Player,High,10.18,40.15,26.11,54.05,43.47
Nicolas Batum,2017-18,38.58,Role Player,High,29.85,29.94,45.77,54.05,48.74
Nikola Jokić,2017-18,36.36,Role Player,High,23.77,43.81,20.74,54.05,60.26
Nikola Mirotic,2017-18,29.34,Role Player,High,14.19,28.07,24.76,54.05,50.04
Nikola Vučević,2017-18,27.59,Role Player,High,7.99,27.26,23.8,54.05,55.11
Noah Vonleh,2017-18,21.43,Role Player,High,11.64,10.0,12.89,54.05,47.5
OG Anunoby,2017-18,15.74,Role Player,High,0.99,10.0,1.59,54.05,45.16
Otto Porter Jr.,2017-18,29.96,Role Player,High,19.61,14.17,37.53,54.05,49.18
P.J. Tucker,2017-18,24.89,Role Player,High,1.04,45.0,4.29,54.05,43.62
Pascal Siakam,2017-18,18.19,Role Player,High,7.24,10.0,2.2,54.05,49.66
Patty Mills,2017-18,38.06,Role Player,High,28.06,38.03,37.37,54.05,45.49
Paul George,2017-18,41.06,Fragile Star,High,43.85,25.56,42.0,54.05,50.11
Paul Millsap,2017-18,31.99,Role Player,High,26.32,25.44,21.64,54.05,52.96
Quincy Acy,2017-18,16.09,Role Player,High,0.54,10.33,4.49,54.05,43.38
Quinn Cook,2017-18,37.07,Role Player,High,41.76,14.67,41.1,54.05,45.51
Rajon Rondo,2017-18,35.46,Role Player,High,35.43,30.34,22.0,54.05,47.36
Raymond Felton,2017-18,32.7,Role Player,High,34.09,10.0,37.16,54.05,44.35
Reggie Bullock Jr.,2017-18,22.58,Role Player,High,5.58,18.19,18.91,54.05,44.68
Reggie Jackson,2017-18,62.42,Luxury Amplifier,High,55.68,89.17,54.34,54.05,44.49
Ricky Rubio,2017-18,42.4,Fragile Star,High,44.75,19.67,55.66,54.05,48.2
Robert Covington,2017-18,22.49,Role Player,High,2.97,28.48,9.23,54.05,45.22
Robin Lopez,2017-18,27.83,Role Player,High,6.19,34.31,17.7,54.05,57.47
Rodney Hood,2017-18,36.74,Role Player,High,38.67,17.67,39.54,54.05,47.02
Rondae Hollis-Jefferson,2017-18,32.02,Role Player,High,25.3,20.57,25.9,54.05,59.96
Royce O'Neale,2017-18,21.51,Role Player,High,15.43,10.5,7.76,54.05,45.97
Rudy Gay,2017-18,40.21,Fragile Star,High,34.4,40.7,30.54,54.05,55.04
Rudy Gobert,2017-18,19.75,Role Player,High,4.16,18.92,1.3,54.05,54.0
Russell Westbrook,2017-18,72.82,Strong Creator,High,70.76,90.0,78.3,54.05,53.24
Salah Mejri,2017-18,19.18,Role Player,High,12.65,10.0,0.9,54.05,46.0
Semi Ojeleye,2017-18,16.24,Role Player,High,0.89,10.0,5.19,54.05,43.29
Serge Ibaka,2017-18,22.97,Role Player,High,6.51,11.0,26.49,54.05,48.65
Shane Larkin,2017-18,29.77,Role Player,High,22.72,24.89,20.63,54.05,44.99
Shaun Livingston,2017-18,32.69,Role Player,High,28.84,11.83,41.2,54.05,47.37
Shelvin Mack,2017-18,31.4,Role Player,High,31.32,19.67,22.17,54.05,45.45
Sindarius Thornwell,2017-18,18.87,Role Player,High,6.85,10.0,7.9,54.05,46.25
Skal Labissiere,2017-18,23.52,Role Player,High,13.04,10.0,18.79,54.05,52.39
Spencer Dinwiddie,2017-18,52.29,Fragile Star,High,46.45,71.5,37.49,54.05,48.7
Stanley Johnson,2017-18,26.23,Role Player,High,18.21,13.33,22.54,54.05,48.2
Stephen Curry,2017-18,63.94,Luxury Amplifier,High,63.51,79.83,58.66,54.05,50.95
Steven Adams,2017-18,20.55,Role Player,High,13.04,10.0,1.3,54.05,57.68
T.J. McConnell,2017-18,36.42,Role Player,High,38.63,21.45,33.59,54.05,46.39
T.J. Warren,2017-18,37.43,Role Player,High,24.6,36.43,35.27,54.05,57.85
Taurean Prince,2017-18,34.18,Role Player,High,26.4,35.89,22.2,54.05,47.36
Terrence Ross,2017-18,37.03,Role Player,High,11.75,60.83,28.99,54.05,43.97
Terry Rozier,2017-18,34.91,Role Player,High,34.71,18.17,35.81,54.05,46.85
Thabo Sefolosha,2017-18,21.14,Role Player,High,11.11,10.0,12.09,54.05,47.79
Thaddeus Young,2017-18,23.51,Role Player,High,14.1,12.0,13.89,54.05,53.98
Tim Hardaway Jr.,2017-18,44.52,Fragile Star,High,29.9,59.79,37.87,54.05,49.23
Tobias Harris,2017-18,34.94,Role Player,High,32.78,21.5,32.46,54.05,51.27
Torrey Craig,2017-18,18.68,Role Player,High,4.58,13.1,7.47,54.05,44.25
Trevor Ariza,2017-18,18.39,Role Player,High,5.07,10.0,8.93,54.05,44.73
Trey Burke,2017-18,53.98,Fragile Star,High,58.59,45.76,61.94,54.05,44.66
Trey Lyles,2017-18,20.77,Role Player,High,9.16,10.5,11.66,54.05,49.58
Tristan Thompson,2017-18,18.73,Role Player,High,8.09,10.0,4.1,54.05,48.8
Troy Daniels,2017-18,23.6,Role Player,High,6.51,22.71,17.5,54.05,43.66
Tyler Dorsey,2017-18,26.6,Role Player,High,16.52,17.17,23.96,54.05,44.48
Tyler Ennis,2017-18,40.43,Fragile Star,High,24.01,68.0,17.34,54.05,46.5
Tyler Ulis,2017-18,47.24,Fragile Star,High,42.44,41.96,56.63,54.05,45.82
Tyreke Evans,2017-18,58.3,Luxury Amplifier,High,58.79,75.96,42.64,54.05,50.33
Tyson Chandler,2017-18,22.37,Role Player,High,15.37,19.86,0.7,54.05,45.5
Victor Oladipo,2017-18,68.3,Luxury Amplifier,High,69.73,87.0,62.79,54.05,49.62
Vince Carter,2017-18,21.07,Role Player,High,7.49,10.0,18.54,54.05,45.05
Wayne Ellington,2017-18,24.82,Role Player,High,7.49,26.7,17.17,54.05,43.6
Wayne Selden,2017-18,34.21,Role Player,High,24.38,39.62,21.76,54.05,45.28
Wesley Johnson,2017-18,22.34,Role Player,High,4.02,10.0,30.47,54.05,44.3
Wesley Matthews,2017-18,31.86,Role Player,High,22.56,27.41,26.91,54.05,47.54
Will Barton,2017-18,43.37,Fragile Star,High,39.08,53.46,26.41,54.05,48.87
Willie Cauley-Stein,2017-18,25.02,Role Player,High,10.31,17.67,16.59,54.05,60.85
Wilson Chandler,2017-18,23.47,Role Player,High,17.67,10.0,13.13,54.05,49.34
Yogi Ferrell,2017-18,35.32,Role Player,High,33.45,16.46,42.29,54.05,46.04
Zach LaVine,2017-18,56.25,Luxury Amplifier,High,43.75,85.83,44.46,54.05,46.69
Zach Randolph,2017-18,38.31,Role Player,High,23.77,47.11,25.99,54.05,60.98
Aaron Gordon,2018-19,31.03,Role Player,High,27.2,15.33,27.13,54.05,55.03
Al Horford,2018-19,23.36,Role Player,High,2.66,18.29,22.9,54.05,52.97
Al-Farouq Aminu,2018-19,25.49,Role Player,High,10.6,33.12,4.37,54.05,50.45
Alec Burks,2018-19,41.22,Fragile Star,High,26.35,64.33,20.83,54.05,49.63
Alex Caruso,2018-19,31.63,Role Player,High,35.94,18.8,16.69,54.05,46.98
Alex Len,2018-19,19.11,Role Player,High,2.4,18.5,2.79,54.05,51.0
Allen Crabbe,2018-19,19.55,Role Player,High,5.47,10.0,15.0,54.05,42.98
Allonzo Trier,2018-19,43.88,Fragile Star,High,49.35,38.72,30.76,54.05,51.39
Andre Drummond,2018-19,26.12,Role Player,High,19.23,21.17,4.27,54.05,60.94
Andre Iguodala,2018-19,17.32,Role Player,High,2.37,10.0,7.07,54.05,45.9
Andrew Wiggins,2018-19,39.12,Role Player,High,34.54,24.17,46.7,54.05,52.69
Ante Zizic,2018-19,20.56,Role Player,High,11.85,10.0,6.5,54.05,51.0
Anthony Davis,2018-19,48.66,Fragile Star,High,29.09,76.58,30.14,54.05,66.55
Anthony Tolliver,2018-19,16.25,Role Player,High,0.42,12.11,3.59,54.05,42.73
Austin Rivers,2018-19,25.85,Role Player,High,24.96,10.0,15.44,54.05,46.68
Avery Bradley,2018-19,32.35,Role Player,High,18.17,20.92,45.17,54.05,45.25
Bam Adebayo,2018-19,21.17,Role Player,High,12.66,12.0,6.0,54.05,50.6
Ben Simmons,2018-19,34.63,Role Player,High,43.05,18.0,15.99,54.05,59.06
Blake Griffin,2018-19,59.85,Luxury Amplifier,High,60.8,76.87,40.73,54.05,61.38
Boban Marjanovic,2018-19,27.02,Role Player,High,15.55,31.79,6.5,54.05,50.0
Bobby Portis,2018-19,29.32,Role Player,High,12.8,35.2,15.89,54.05,53.96
Bogdan Bogdanović,2018-19,36.59,Role Player,High,35.27,21.71,38.21,54.05,48.34
Bojan Bogdanovic,2018-19,32.67,Role Player,High,20.95,31.61,25.46,54.05,52.87
Bradley Beal,2018-19,58.61,Luxury Amplifier,High,57.35,67.29,56.89,54.05,50.98
Brandon Ingram,2018-19,42.06,Fragile Star,High,48.15,25.48,37.39,54.05,56.55
Brook Lopez,2018-19,19.37,Role Player,High,4.7,11.67,10.6,54.05,48.16
Bruno Caboclo,2018-19,16.81,Role Player,High,1.88,10.0,5.93,54.05,44.57
Bryn Forbes,2018-19,30.51,Role Player,High,26.17,10.0,37.89,54.05,44.69
Buddy Hield,2018-19,48.29,Fragile Star,High,40.36,52.56,50.97,54.05,47.38
CJ McCollum,2018-19,54.4,Fragile Star,High,59.85,39.04,69.06,54.05,47.69
CJ Miles,2018-19,19.55,Role Player,High,4.91,10.0,15.61,54.05,43.48
Cameron Payne,2018-19,36.32,Role Player,High,31.07,39.63,22.6,54.05,44.65
Caris LeVert,2018-19,41.07,Fragile Star,High,38.76,46.23,25.39,54.05,46.98
Cedi Osman,2018-19,36.82,Role Player,High,24.65,45.12,25.21,54.05,49.97
Chandler Parsons,2018-19,23.96,Role Player,High,9.52,17.81,19.9,54.05,45.64
Chasson Randle,2018-19,32.29,Role Player,High,20.21,46.92,9.29,54.05,45.33
Cheick Diallo,2018-19,26.1,Role Player,High,0.39,39.15,16.7,54.05,47.5
Chris Paul,2018-19,57.4,Luxury Amplifier,High,81.35,21.71,72.49,54.05,49.64
Clint Capela,2018-19,16.41,Role Player,High,1.05,10.0,0.0,54.05,54.9
Cody Zeller,2018-19,18.25,Role Player,High,6.83,10.0,3.09,54.05,49.75
Collin Sexton,2018-19,49.05,Fragile Star,High,50.5,34.76,61.54,54.05,47.98
D'Angelo Russell,2018-19,67.21,Luxury Amplifier,High,70.54,72.39,76.26,54.05,45.94
D.J. Augustin,2018-19,44.93,Fragile Star,High,64.05,24.5,32.83,54.05,49.21
Damian Lillard,2018-19,73.09,Strong Creator,High,85.9,76.46,75.44,54.05,50.14
Damyean Dotson,2018-19,29.89,Role Player,High,17.79,18.24,36.46,54.05,45.97
Danilo Gallinari,2018-19,42.12,Fragile Star,High,36.15,45.31,30.61,54.05,57.14
Danny Green,2018-19,23.39,Role Player,High,5.78,24.32,15.27,54.05,44.1
Danuel House Jr.,2018-19,18.86,Role Player,High,4.64,13.03,8.44,54.05,44.1
Dario Šarić,2018-19,18.16,Role Player,High,2.53,10.0,9.37,54.05,49.19
Darius Miller,2018-19,22.58,Role Player,High,6.82,14.55,21.77,54.05,44.34
Darren Collison,2018-19,55.3,Luxury Amplifier,High,51.76,65.67,51.76,54.05,48.9
David Nwaba,2018-19,21.46,Role Player,High,19.13,10.0,2.09,54.05,47.0
De'Aaron Fox,2018-19,57.05,Luxury Amplifier,High,58.57,67.68,46.94,54.05,50.65
De'Anthony Melton,2018-19,34.97,Role Player,High,18.63,55.33,14.54,54.05,45.32
DeAndre Jordan,2018-19,20.79,Role Player,High,10.66,16.41,0.3,54.05,53.25
DeAndre' Bembry,2018-19,21.38,Role Player,High,14.67,12.83,3.57,54.05,49.47
DeMar DeRozan,2018-19,63.21,Luxury Amplifier,High,62.23,70.98,66.97,54.05,52.93
DeMarre Carroll,2018-19,20.4,Role Player,High,6.14,13.83,9.73,54.05,50.44
Deandre Ayton,2018-19,24.08,Role Player,High,10.76,11.67,18.1,54.05,62.07
Delon Wright,2018-19,29.61,Role Player,High,30.38,18.96,13.39,54.05,49.74
Dennis Schröder,2018-19,38.59,Role Player,High,43.53,13.67,46.31,54.05,47.48
Dennis Smith Jr.,2018-19,42.74,Fragile Star,High,40.6,36.64,41.81,54.05,49.33
Derrick Jones Jr.,2018-19,17.93,Role Player,High,7.76,10.0,2.49,54.05,45.0
Derrick Rose,2018-19,58.84,Luxury Amplifier,High,59.48,68.09,54.71,54.05,49.25
Derrick White,2018-19,45.55,Fragile Star,High,35.17,63.0,31.53,54.05,48.35
Devin Booker,2018-19,73.4,Strong Creator,High,77.29,90.0,71.17,54.05,53.68
Devin Harris,2018-19,22.21,Role Player,High,10.1,18.33,10.1,54.05,44.7
Devonte' Graham,2018-19,25.65,Role Player,High,21.62,10.0,20.74,54.05,44.11
Dewayne Dedmon,2018-19,24.02,Role Player,High,1.08,37.58,6.39,54.05,49.17
Dion Waiters,2018-19,33.4,Role Player,High,26.55,30.83,25.83,54.05,44.57
Donovan Mitchell,2018-19,64.98,Luxury Amplifier,High,60.65,90.0,56.26,54.05,49.26
Dorian Finney-Smith,2018-19,20.55,Role Player,High,7.04,17.39,6.94,54.05,45.91
Dragan Bender,2018-19,16.57,Role Player,High,2.83,11.15,1.09,54.05,46.04
Draymond Green,2018-19,19.28,Role Player,High,4.47,14.42,7.39,54.05,47.52
Dwayne Bacon,2018-19,26.46,Role Player,High,23.46,14.6,15.37,54.05,45.95
Dwight Powell,2018-19,18.37,Role Player,High,0.62,19.34,0.6,54.05,51.25
Dwyane Wade,2018-19,53.78,Fragile Star,High,46.22,66.81,49.94,54.05,51.19
E'Twaun Moore,2018-19,23.54,Role Player,High,13.44,10.0,20.31,54.05,48.41
Elfrid Payton,2018-19,37.52,Role Player,High,22.99,60.67,13.51,54.05,46.5
Emmanuel Mudiay,2018-19,55.75,Luxury Amplifier,High,48.16,76.17,46.1,54.05,49.28
Enes Freedom,2018-19,27.59,Role Player,High,30.46,13.5,3.5,54.05,62.66
Eric Bledsoe,2018-19,49.24,Fragile Star,High,52.01,60.57,27.0,54.05,49.9
Eric Gordon,2018-19,26.91,Role Player,High,20.07,18.0,17.9,54.05,47.01
Ersan Ilyasova,2018-19,22.52,Role Player,High,1.45,29.55,10.14,54.05,45.65
Evan Fournier,2018-19,40.91,Fragile Star,High,28.88,49.37,35.16,54.05,47.68
Evan Turner,2018-19,32.76,Role Player,High,31.63,10.0,37.39,54.05,51.81
Frank Jackson,2018-19,28.26,Role Player,High,11.79,35.99,14.61,54.05,47.0
Frank Kaminsky,2018-19,17.12,Role Player,High,1.31,13.17,2.99,54.05,47.26
Frank Ntilikina,2018-19,29.09,Role Player,High,26.54,10.0,30.7,54.05,43.83
Fred VanVleet,2018-19,36.04,Role Player,High,35.38,24.18,32.56,54.05,47.6
Gary Harris,2018-19,33.46,Role Player,High,18.62,42.26,21.63,54.05,48.79
George Hill,2018-19,41.08,Fragile Star,High,29.47,59.83,21.5,54.05,48.69
Gerald Green,2018-19,20.87,Role Player,High,8.13,10.0,16.87,54.05,44.51
Giannis Antetokounmpo,2018-19,49.69,Fragile Star,High,54.83,51.37,30.34,54.05,62.25
Goran Dragic,2018-19,35.98,Role Player,High,36.11,23.94,32.07,54.05,46.37
Gordon Hayward,2018-19,31.16,Role Player,High,22.12,23.01,27.99,54.05,50.66
Harrison Barnes,2018-19,34.28,Role Player,High,23.63,36.44,23.04,54.05,53.65
Hassan Whiteside,2018-19,24.26,Role Player,High,15.4,20.54,5.3,54.05,53.42
Ian Clark,2018-19,24.83,Role Player,High,13.67,15.17,22.16,54.05,43.94
Ish Smith,2018-19,36.47,Role Player,High,39.69,14.17,41.34,54.05,46.49
Ivan Rabb,2018-19,22.2,Role Player,High,13.04,12.67,10.8,54.05,48.5
J.J. Barea,2018-19,39.08,Role Player,High,45.23,11.83,49.9,54.05,44.69
JJ Redick,2018-19,36.82,Role Player,High,22.41,26.83,52.76,54.05,47.27
JaMychal Green,2018-19,23.76,Role Player,High,8.19,24.44,10.77,54.05,49.27
JaVale McGee,2018-19,18.56,Role Player,High,2.88,14.0,4.1,54.05,52.66
Jabari Parker,2018-19,34.38,Role Player,High,32.53,22.5,27.47,54.05,53.97
Jae Crowder,2018-19,20.58,Role Player,High,6.48,11.0,16.21,54.05,45.39
Jahlil Okafor,2018-19,28.19,Role Player,High,34.71,13.17,4.9,54.05,54.0
Jalen Brunson,2018-19,39.54,Role Player,High,39.03,38.84,26.17,54.05,47.76
Jamal Crawford,2018-19,41.36,Fragile Star,High,47.37,18.79,50.34,54.05,42.75
