PLAYER_NAME,SEASON,PLAYER_ID,PERFORMANCE_SCORE,PREDICTED_ARCHETYPE,CURRENT_USAGE,prediction_success,DEPENDENCE_SCORE,ASSISTED_FGM_PCT,OPEN_SHOT_FREQUENCY,SELF_CREATED_USAGE_RATIO,dependence_success,RISK_CATEGORY,RISK_CATEGORY_DETAILED,AVG_OPPONENT_DCS,MEAN_OPPONENT_DCS,opponent_adjustment,PERFORMANCE_SCORE_ADJUSTED
Aaron Brooks,2015-16,201166,0.04677806,Sniper (Resilient Role),0.225,True,0.1503956463739995,0.2308998302207131,,0.7678571428571429,True,Depth,Franchise Cornerstone,,,-0.1,0.0
Aaron Brooks,2016-17,201166,0.0075609917,Sniper (Resilient Role),0.186,True,0.1915288116901019,0.3052109181141438,,0.7222222222222223,True,Depth,"Depth (Low Performance 0.8%, Low Dependence 19.2%)",,,-0.1,0.0
Aaron Brooks,2017-18,201166,0.02214686,Sniper (Resilient Role),0.192,True,0.2921542553191489,0.2659574468085106,,0.2569148936170212,True,Depth,"Depth (Low Performance 2.2%, Low Dependence 29.2%)",,,-0.1,0.0
Aaron Gordon,2015-16,203932,0.018259598,Sniper (Resilient Role),0.169,True,0.5165583808544452,0.7815275310834814,,0.1842105263157895,True,Avoid,"Depth (Low Performance 1.8%, Low Dependence 51.7%)",55.39019743354985,55.00825931568664,-0.051950987167749256,0.0
Aaron Gordon,2016-17,203932,0.011210251,Sniper (Resilient Role),0.1969999999999999,True,0.4356724683544303,0.6594936708860759,,0.3125,True,Avoid,"Depth (Low Performance 1.1%, Low Dependence 43.6%)",50.02090689478297,50.00646585855462,-0.02510453447391484,0.0
Aaron Gordon,2017-18,203932,0.054100476,Sniper (Resilient Role),0.2379999999999999,True,0.428528153955809,0.6229508196721312,,0.2826086956521739,True,Avoid,Franchise Cornerstone,50.41603234211029,50.5562784868742,-0.02708016171055146,0.02702031428944854
Aaron Gordon,2018-19,203932,0.017586524,Sniper (Resilient Role),0.213,True,0.419257359500446,0.6122881355932204,,0.3026315789473684,True,Avoid,"Depth (Low Performance 1.8%, Low Dependence 41.9%)",46.364740718057945,46.429304934715915,-0.006823703590289725,0.010762820409710275
Aaron Gordon,2019-20,203932,0.027082993,Sniper (Resilient Role),0.205,True,0.4101404409543945,0.605708245243129,,0.3285714285714285,True,Avoid,"Depth (Low Performance 2.7%, Low Dependence 41.0%)",45.943860855814776,46.24547990641352,-0.004719304279073882,0.022363688720926117
Aaron Gordon,2020-21,203932,0.025022376,Sniper (Resilient Role),0.204,True,0.4151721416592681,0.6021505376344086,,0.3027522935779816,True,Unknown,"Depth (Low Performance 2.5%, Low Dependence 41.5%)",43.02700316437193,42.930946573157264,0.009864984178140333,0.03488736017814033
Aaron Gordon,2021-22,203932,0.009495295,Victim (Fragile Role),0.1939999999999999,True,0.4732686668170539,0.6993006993006993,,0.2258064516129032,True,Avoid,"Depth (Low Performance 0.9%, Low Dependence 47.3%)",44.11174782020392,44.04830347120894,0.004441260898980417,0.013936555898980418
Aaron Gordon,2022-23,203932,0.043337513,Victim (Fragile Role),0.206,True,0.4838209127067197,0.7224199288256228,,0.2205882352941176,True,Luxury Component,Franchise Cornerstone,36.67957981718479,36.55845901618417,0.04160210091407606,0.08493961391407606
Aaron Gordon,2023-24,203932,0.010220503,Victim (Fragile Role),0.174,True,0.4548418972332015,0.6996047430830039,,0.3,True,Luxury Component,"Depth (Low Performance 1.0%, Low Dependence 45.5%)",38.23829323543094,37.99947038004001,0.033808533822845314,0.04402903682284531
Aaron Gordon,2024-25,203932,0.01601509,Victim (Fragile Role),0.186,True,0.4510562544505103,0.695822454308094,,0.3090909090909091,True,Luxury Component,"Depth (Low Performance 1.6%, Low Dependence 45.1%)",39.5384530233965,39.49875329361489,0.027307734883017503,0.0433228248830175
Aaron Harrison,2015-16,1626151,0.0012925372,Sniper (Resilient Role),0.132,True,0.5649709302325582,0.8255813953488371,,0.0610465116279069,True,Avoid,"Depth (Low Performance 0.1%, Low Dependence 56.5%)",,,-0.1,0.0
Aaron Harrison,2016-17,1626151,0.0007329257,Sniper (Resilient Role),0.132,True,0.40625,0.5,,0.175,True,Avoid,"Depth (Low Performance 0.1%, Low Dependence 40.6%)",,,-0.1,0.0
Aaron Harrison,2017-18,1626151,0.002944164,Sniper (Resilient Role),0.147,True,0.3943995121638103,0.7313691507798961,,0.5925925925925926,True,Avoid,"Depth (Low Performance 0.3%, Low Dependence 39.4%)",,,-0.1,0.0
Aaron Henry,2021-22,1630565,0.004221471,Sniper (Resilient Role),0.149,True,0.40625,0.5,,0.175,True,Avoid,"Depth (Low Performance 0.4%, Low Dependence 40.6%)",,,-0.1,0.0
Aaron Holiday,2018-19,1628988,0.019855399,Sniper (Resilient Role),0.206,True,0.2541162924582613,0.3575129533678756,,0.5555555555555556,True,Depth,"Depth (Low Performance 2.0%, Low Dependence 25.4%)",,,-0.1,0.0
Aaron Holiday,2019-20,1628988,0.013814104,Sniper (Resilient Role),0.182,True,0.2301458516738442,0.3294629898403484,,0.6065573770491803,True,Depth,"Depth (Low Performance 1.4%, Low Dependence 23.0%)",46.02617884809433,45.72648736156289,-0.005130894240471662,0.008683209759528339
Aaron Holiday,2020-21,1628988,0.0068536485,Sniper (Resilient Role),0.1889999999999999,True,0.3478740246522673,0.4811715481171548,,0.3783783783783783,True,Depth,"Depth (Low Performance 0.7%, Low Dependence 34.8%)",,,-0.1,0.0
Aaron Holiday,2021-22,1628988,0.004497608,Sniper (Resilient Role),0.182,True,0.2034342085743954,0.3200934579439252,,0.6984126984126984,True,Depth,"Depth (Low Performance 0.4%, Low Dependence 20.3%)",,,-0.1,0.0
Aaron Holiday,2022-23,1628988,0.0012304767,Sniper (Resilient Role),0.129,True,0.2463961173068979,0.4423791821561338,,0.7222222222222222,True,Depth,"Depth (Low Performance 0.1%, Low Dependence 24.6%)",,,-0.1,0.0
Aaron Holiday,2023-24,1628988,0.0036819172,Sniper (Resilient Role),0.158,True,0.2863781182212581,0.4620390455531452,,0.59375,True,Depth,"Depth (Low Performance 0.4%, Low Dependence 28.6%)",,,-0.1,0.0
Aaron Holiday,2024-25,1628988,0.0051403055,Sniper (Resilient Role),0.162,True,0.3769060283687943,0.6037234042553191,,0.4583333333333333,True,Avoid,"Depth (Low Performance 0.5%, Low Dependence 37.7%)",,,-0.1,0.0
Aaron Jackson,2017-18,1628935,0.021435935,Sniper (Resilient Role),0.149,True,0.4671875,0.625,,0.1312499999999999,True,Avoid,"Depth (Low Performance 2.1%, Low Dependence 46.7%)",,,-0.1,0.0
Aaron Nesmith,2020-21,1630174,0.0013237474,Sniper (Resilient Role),0.133,True,0.5555826426133594,0.8532423208191127,,0.1428571428571428,True,Avoid,"Depth (Low Performance 0.1%, Low Dependence 55.6%)",,,-0.1,0.0
Aaron Nesmith,2021-22,1630174,0.004607938,Sniper (Resilient Role),0.164,True,0.6060975609756099,0.8902439024390244,,0.0,True,Avoid,"Depth (Low Performance 0.5%, Low Dependence 60.6%)",,,-0.1,0.0
Aaron Nesmith,2022-23,1630174,0.008920354,Sniper (Resilient Role),0.168,True,0.5499764595103579,0.8436911487758946,,0.15,True,Luxury Component,"Depth (Low Performance 0.9%, Low Dependence 55.0%)",37.989709469057416,37.60202377651873,0.03505145265471292,0.04397180665471292
Aaron Nesmith,2023-24,1630174,0.0062835338,Victim (Fragile Role),0.158,True,0.5363671274961598,0.7903225806451613,,0.119047619047619,True,Luxury Component,"Depth (Low Performance 0.6%, Low Dependence 53.6%)",38.70109696252688,38.31956986518844,0.03149451518736559,0.03777804898736559
Aaron Nesmith,2024-25,1630174,0.012204878,Victim (Fragile Role),0.171,True,0.5294253125685457,0.7783505154639175,,0.1276595744680851,True,Avoid,"Depth (Low Performance 1.2%, Low Dependence 52.9%)",,,-0.1,0.0
Aaron Wiggins,2021-22,1630598,0.0034511383,Sniper (Resilient Role),0.149,True,0.4831582895723931,0.7441860465116279,,0.2580645161290322,True,Avoid,"Depth (Low Performance 0.3%, Low Dependence 48.3%)",44.28112278262064,44.12868860944277,0.0035943860868967903,0.00704552438689679
Aaron Wiggins,2022-23,1630598,0.0041138213,Sniper (Resilient Role),0.143,True,0.5234611992945327,0.7506172839506173,,0.1071428571428571,True,Avoid,"Depth (Low Performance 0.4%, Low Dependence 52.3%)",,,-0.1,0.0
Aaron Wiggins,2023-24,1630598,0.008796362,Sniper (Resilient Role),0.163,True,0.5092764700773039,0.7128463476070529,,0.1034482758620689,True,Avoid,"Depth (Low Performance 0.9%, Low Dependence 50.9%)",,,-0.1,0.0
Aaron Wiggins,2024-25,1630598,0.015999082,Victim (Fragile Role),0.2,True,0.4467378917378917,0.6423076923076922,,0.2407407407407407,True,Unknown,"Depth (Low Performance 1.6%, Low Dependence 44.7%)",39.00420187461673,39.26622761480565,0.029978990626916335,0.04597807262691633
Abdel Nader,2017-18,1627846,0.0038179096,Sniper (Resilient Role),0.162,True,0.4520685197155785,0.6974789915966386,,0.3076923076923077,True,Avoid,"Depth (Low Performance 0.4%, Low Dependence 45.2%)",,,-0.1,0.0
Abdel Nader,2018-19,1627846,0.0029874868,Sniper (Resilient Role),0.148,True,0.4317708333333333,0.71484375,,0.4166666666666667,True,Avoid,"Depth (Low Performance 0.3%, Low Dependence 43.2%)",,,-0.1,0.0
Abdel Nader,2019-20,1627846,0.005899013,Sniper (Resilient Role),0.164,True,0.5082035928143713,0.7455089820359282,,0.16,True,Avoid,"Depth (Low Performance 0.6%, Low Dependence 50.8%)",,,-0.1,0.0
Abdel Nader,2020-21,1627846,0.008016791,Victim (Fragile Role),0.183,True,0.5158890918147103,0.7634069400630915,,0.1578947368421052,True,Avoid,"Depth (Low Performance 0.8%, Low Dependence 51.6%)",,,-0.1,0.0
Abdel Nader,2021-22,1627846,0.0037138253,Sniper (Resilient Role),0.139,True,0.5404458598726114,0.7261146496815286,,0.0,True,Avoid,"Depth (Low Performance 0.4%, Low Dependence 54.0%)",,,-0.1,0.0
Adam Flagler,2023-24,1641745,0.013545617,Sniper (Resilient Role),0.212,True,0.3575,0.4,,0.21,True,Avoid,"Depth (Low Performance 1.4%, Low Dependence 35.8%)",,,-0.1,0.0
Adam Flagler,2024-25,1641745,0.011035891,Sniper (Resilient Role),0.207,True,0.4928909952606635,0.6777251184834123,,0.1127962085308056,True,Avoid,"Depth (Low Performance 1.1%, Low Dependence 49.3%)",,,-0.1,0.0
Adam Mokoka,2019-20,1629690,0.0022923024,Sniper (Resilient Role),0.11,True,0.5660287081339713,0.8277511961722488,,0.0602870813397129,True,Avoid,"Depth (Low Performance 0.2%, Low Dependence 56.6%)",,,-0.1,0.0
Adam Mokoka,2020-21,1629690,0.07116197,Sniper (Resilient Role),0.171,True,0.5697058823529412,0.8352941176470587,,0.0576470588235294,True,Avoid,Franchise Cornerstone,,,-0.1,0.0
Adama Sanogo,2023-24,1641766,0.17535754,Sniper (Resilient Role),0.21,True,0.6227477477477478,0.9504504504504504,,0.0297297297297297,True,Luxury Component,"Luxury Component (High Performance 17.5%, High Dependence 62.3%)",,,-0.1,0.07535754
Adama Sanogo,2024-25,1641766,0.0041719354,Sniper (Resilient Role),0.145,True,0.65,1.0,,0.0,True,Avoid,"Avoid (Low Performance 0.4%, High Dependence 65.0%)",,,-0.1,0.0
Adem Bona,2024-25,1641737,0.0363112,Sniper (Resilient Role),0.135,True,0.6177966101694916,0.9194915254237288,,0.0,True,Avoid,"Luxury Component (High Performance 3.6%, High Dependence 61.8%)",,,-0.1,0.0
Admiral Schofield,2019-20,1629678,0.0012350138,Sniper (Resilient Role),0.118,True,0.6202479338842976,0.9256198347107438,,0.0,True,Avoid,"Avoid (Low Performance 0.1%, High Dependence 62.0%)",,,-0.1,0.0
Admiral Schofield,2021-22,1629678,0.004640738,Sniper (Resilient Role),0.143,True,0.597887323943662,0.869718309859155,,0.0,True,Avoid,"Depth (Low Performance 0.5%, Low Dependence 59.8%)",,,-0.1,0.0
Admiral Schofield,2022-23,1629678,0.0024676842,Sniper (Resilient Role),0.139,True,0.5932835820895522,0.8582089552238805,,0.0,True,Avoid,"Depth (Low Performance 0.2%, Low Dependence 59.3%)",,,-0.1,0.0
Admiral Schofield,2023-24,1629678,0.008085966,Sniper (Resilient Role),0.1669999999999999,True,0.5678160919540229,0.8505747126436781,,0.0896551724137931,True,Avoid,"Depth (Low Performance 0.8%, Low Dependence 56.8%)",,,-0.1,0.0
Adreian Payne,2015-16,203940,0.009693551,Sniper (Resilient Role),0.175,True,0.5697297297297297,0.854054054054054,,0.0875675675675675,True,Avoid,"Depth (Low Performance 1.0%, Low Dependence 57.0%)",,,-0.1,0.0
Adreian Payne,2016-17,203940,0.03371688,Sniper (Resilient Role),0.2189999999999999,True,0.6005291005291006,0.91005291005291,,0.0539682539682539,True,Avoid,Franchise Cornerstone,,,-0.1,0.0
Adreian Payne,2017-18,203940,0.006402185,Sniper (Resilient Role),0.155,True,0.5714285714285714,0.8571428571428571,,0.0857142857142857,True,Avoid,"Depth (Low Performance 0.6%, Low Dependence 57.1%)",,,-0.1,0.0
Ajay Mitchell,2024-25,1642349,0.0030957686,Sniper (Resilient Role),0.159,True,0.333628841607565,0.4799054373522459,,0.4333333333333333,True,Depth,"Depth (Low Performance 0.3%, Low Dependence 33.4%)",,,-0.1,0.0
Al Horford,2015-16,201143,0.018538957,Victim (Fragile Role),0.202,True,0.6109384497988852,0.9375573921028466,,0.056338028169014,True,Avoid,"Avoid (Low Performance 1.9%, High Dependence 61.1%)",54.68001248926674,54.62234971924365,-0.048400062446333686,0.0
Al Horford,2016-17,201143,0.007923373,Sniper (Resilient Role),0.196,True,0.5517026946994373,0.8110749185667752,,0.0909090909090909,True,Avoid,"Depth (Low Performance 0.8%, Low Dependence 55.2%)",49.73669622600445,49.74625625494986,-0.02368348113002224,0.0
Al Horford,2017-18,201143,0.00801398,Sniper (Resilient Role),0.183,True,0.5096348292242775,0.7256176853055917,,0.1224489795918367,True,Avoid,"Depth (Low Performance 0.8%, Low Dependence 51.0%)",50.08184761198415,49.91461564010357,-0.02540923805992076,0.0
Al Horford,2018-19,201143,0.009958794,Victim (Fragile Role),0.188,True,0.5800180406306377,0.8660287081339713,,0.0655737704918032,True,Avoid,"Depth (Low Performance 1.0%, Low Dependence 58.0%)",47.59983144502386,47.4824551276357,-0.012999157225119297,0.0
Al Horford,2019-20,201143,0.008390118,Sniper (Resilient Role),0.1729999999999999,True,0.5868245411372097,0.8930817610062893,,0.0816326530612244,True,Avoid,"Depth (Low Performance 0.8%, Low Dependence 58.7%)",46.18029302648313,46.20952302307907,-0.005901465132415637,0.002488652867584363
Al Horford,2020-21,201143,0.09476151,Sniper (Resilient Role),0.221,True,0.5524144547489607,0.8301886792452831,,0.1186440677966101,True,Avoid,Franchise Cornerstone,,,-0.1,0.0
Al Horford,2021-22,201143,0.005631924,Sniper (Resilient Role),0.147,True,0.6040727723795742,0.9030390738060782,,0.0285714285714285,True,Avoid,"Depth (Low Performance 0.6%, Low Dependence 60.4%)",43.30868953414486,43.20102292693641,0.008456552329275694,0.014088476329275694
Al Horford,2022-23,201143,0.0018798686,Sniper (Resilient Role),0.119,True,0.6303863298662704,0.950965824665676,,0.0,True,Luxury Component,"Avoid (Low Performance 0.2%, High Dependence 63.0%)",36.951171717866345,36.68302599854904,0.04024414141066828,0.04212401001066828
Al Horford,2023-24,201143,0.003869434,Sniper (Resilient Role),0.119,True,0.6262162162162163,0.9405405405405406,,0.0,True,Luxury Component,"Avoid (Low Performance 0.4%, High Dependence 62.6%)",37.77717627968384,37.778318771597014,0.036114118601580786,0.039983552601580784
Al Horford,2024-25,201143,0.0021728603,Sniper (Resilient Role),0.136,True,0.6288546255506609,0.947136563876652,,0.0,True,Avoid,"Avoid (Low Performance 0.2%, High Dependence 62.9%)",39.52726441359219,39.11114993116751,0.02736367793203904,0.02953653823203904
Al Jefferson,2015-16,2744,0.33972478,Victim (Fragile Role),0.24,True,0.6012048192771084,0.8780120481927711,,0.0,True,Luxury Component,Franchise Cornerstone,,,-0.1,0.23972478
Al Jefferson,2016-17,2744,0.47307715,Victim (Fragile Role),0.254,True,0.5798408488063661,0.8461538461538461,,0.0344827586206896,True,Luxury Component,Franchise Cornerstone,,,-0.1,0.37307714999999997
Al Jefferson,2017-18,2744,0.023996443,Sniper (Resilient Role),0.218,True,0.5753886010362694,0.8134715025906736,,0.0,True,Avoid,"Depth (Low Performance 2.4%, Low Dependence 57.5%)",,,-0.1,0.0
Al-Farouq Aminu,2015-16,202329,0.004988941,Sniper (Resilient Role),0.166,True,0.509338061465721,0.7872340425531915,,0.2222222222222222,True,Avoid,"Depth (Low Performance 0.5%, Low Dependence 50.9%)",53.97114145495135,54.04747450177958,-0.044855707274756754,0.0
Al-Farouq Aminu,2016-17,202329,0.003835865,Sniper (Resilient Role),0.155,True,0.502454991816694,0.7561374795417348,,0.2,True,Avoid,"Depth (Low Performance 0.4%, Low Dependence 50.2%)",49.53008184120283,49.41325575369984,-0.022650409206014147,0.0
Al-Farouq Aminu,2017-18,202329,0.0034161352,Sniper (Resilient Role),0.145,True,0.5632966435657019,0.8400597907324365,,0.0909090909090909,True,Avoid,"Depth (Low Performance 0.3%, Low Dependence 56.3%)",50.72064968367729,50.558526928816335,-0.028603248418386434,0.0
Al-Farouq Aminu,2018-19,202329,0.0020869065,Sniper (Resilient Role),0.134,True,0.5297496318114875,0.788659793814433,,0.1428571428571428,True,Avoid,"Depth (Low Performance 0.2%, Low Dependence 53.0%)",46.81565719408089,46.90280064363343,-0.009078285970404458,0.0
Al-Farouq Aminu,2019-20,202329,0.0012153997,Sniper (Resilient Role),0.127,True,0.567,0.7925,,0.0,True,Avoid,"Depth (Low Performance 0.1%, Low Dependence 56.7%)",,,-0.1,0.0
Al-Farouq Aminu,2020-21,202329,0.0019878086,Sniper (Resilient Role),0.138,True,0.5454022988505747,0.7385057471264368,,0.0,True,Avoid,"Depth (Low Performance 0.2%, Low Dependence 54.5%)",,,-0.1,0.0
Alan Anderson,2015-16,101187,0.006208172,Sniper (Resilient Role),0.151,True,0.4568790397045245,0.8088642659279779,,0.4666666666666666,True,Avoid,"Depth (Low Performance 0.6%, Low Dependence 45.7%)",,,-0.1,0.0
Alan Anderson,2016-17,101187,0.0023343028,Sniper (Resilient Role),0.1369999999999999,True,0.2884210526315789,0.7210526315789474,,1.0,True,Depth,"Depth (Low Performance 0.2%, Low Dependence 28.8%)",,,-0.1,0.0
Alan Williams,2015-16,1626210,0.006192937,Victim (Fragile Role),0.1939999999999999,True,0.5675,0.85,,0.09,True,Avoid,"Depth (Low Performance 0.6%, Low Dependence 56.8%)",,,-0.1,0.0
Alan Williams,2016-17,1626210,0.011848951,Sniper (Resilient Role),0.203,True,0.6356115107913669,0.9640287769784172,,0.0,True,Avoid,"Avoid (Low Performance 1.2%, High Dependence 63.6%)",,,-0.1,0.0
Alan Williams,2017-18,1626210,0.05917287,Sniper (Resilient Role),0.184,True,0.6166666666666667,0.9166666666666666,,0.0,True,Avoid,"Luxury Component (High Performance 5.9%, High Dependence 61.7%)",,,-0.1,0.0
Alan Williams,2018-19,1626210,0.03549322,Victim (Fragile Role),0.222,True,0.65,1.0,,0.0,True,Avoid,"Luxury Component (High Performance 3.5%, High Dependence 65.0%)",,,-0.1,0.0
Alec Burks,2015-16,202692,0.46423078,Victim (Fragile Role),0.246,True,0.2111328158913719,0.2825788751714678,,0.6075949367088607,True,Franchise Cornerstone,Franchise Cornerstone,,,-0.1,0.36423078
Alec Burks,2016-17,202692,0.025756849,Sniper (Resilient Role),0.212,True,0.2853411513859274,0.4008528784648186,,0.4999999999999999,True,Depth,"Depth (Low Performance 2.6%, Low Dependence 28.5%)",,,-0.1,0.0
Alec Burks,2017-18,202692,0.021802537,Victim (Fragile Role),0.221,True,0.2731818181818182,0.3704545454545455,,0.5,True,Depth,"Depth (Low Performance 2.2%, Low Dependence 27.3%)",,,-0.1,0.0
Alec Burks,2018-19,202692,0.013937162,Sniper (Resilient Role),0.185,True,0.2746070893176653,0.3989071038251367,,0.5398230088495576,True,Depth,"Depth (Low Performance 1.4%, Low Dependence 27.5%)",47.95397009633265,47.93261199799774,-0.014769850481663235,0.0
Alec Burks,2019-20,202692,0.01927125,Sniper (Resilient Role),0.23,True,0.2372102072887824,0.344578313253012,,0.6024844720496894,True,Depth,"Depth (Low Performance 1.9%, Low Dependence 23.7%)",44.798475644579185,44.75419908109709,0.0010076217771040775,0.02027887177710408
Alec Burks,2020-21,202692,0.02754334,Sniper (Resilient Role),0.208,True,0.2812169146763369,0.4662998624484181,,0.6212121212121212,True,Depth,"Depth (Low Performance 2.8%, Low Dependence 28.1%)",,,-0.1,0.0
Alec Burks,2021-22,202692,0.009862173,Sniper (Resilient Role),0.171,True,0.2753745428807361,0.4971098265895954,,0.693877551020408,True,Depth,"Depth (Low Performance 1.0%, Low Dependence 27.5%)",43.97590745905688,43.95405190023618,0.005120462704715614,0.014982635704715613
Alec Burks,2022-23,202692,0.029719846,Victim (Fragile Role),0.218,True,0.2493530020703933,0.4254658385093167,,0.6833333333333333,True,Franchise Cornerstone,Franchise Cornerstone,37.44431247076728,37.628722195626715,0.03777843764616361,0.06749828364616361
Alec Burks,2023-24,202692,0.02946314,Victim (Fragile Role),0.2339999999999999,True,0.3082524949403308,0.5248447204968943,,0.6067415730337079,True,Depth,Franchise Cornerstone,,,-0.1,0.0
Alec Burks,2024-25,202692,0.0049861236,Sniper (Resilient Role),0.16,True,0.4875862068965517,0.8022988505747126,,0.3333333333333333,True,Avoid,"Depth (Low Performance 0.5%, Low Dependence 48.8%)",,,-0.1,0.0
Alec Peters,2017-18,1628409,0.004261544,Sniper (Resilient Role),0.151,True,0.65,1.0,,0.0,True,Avoid,"Avoid (Low Performance 0.4%, High Dependence 65.0%)",,,-0.1,0.0
Aleem Ford,2021-22,1630758,0.0030762565,Sniper (Resilient Role),0.148,True,0.6176470588235294,0.9411764705882352,,0.0352941176470588,True,Avoid,"Avoid (Low Performance 0.3%, High Dependence 61.8%)",,,-0.1,0.0
Aleksej Pokusevski,2020-21,1630197,0.0056101335,Victim (Fragile Role),0.1969999999999999,True,0.4079416863672183,0.6874074074074075,,0.4680851063829787,True,Avoid,"Depth (Low Performance 0.6%, Low Dependence 40.8%)",,,-0.1,0.0
Aleksej Pokusevski,2021-22,1630197,0.00622702,Victim (Fragile Role),0.195,True,0.5073295910184443,0.7741379310344828,,0.2093023255813953,True,Avoid,"Depth (Low Performance 0.6%, Low Dependence 50.7%)",44.34686189078486,44.184840641986774,0.00326569054607571,0.00949271054607571
Aleksej Pokusevski,2022-23,1630197,0.014407558,Sniper (Resilient Role),0.179,True,0.614221824686941,0.9105545617173524,,0.0,True,Avoid,"Avoid (Low Performance 1.4%, High Dependence 61.4%)",,,-0.1,0.0
Aleksej Pokusevski,2023-24,1630197,0.01109112,Sniper (Resilient Role),0.172,True,0.5346790890269151,0.7950310559006211,,0.1333333333333333,True,Avoid,"Depth (Low Performance 1.1%, Low Dependence 53.5%)",,,-0.1,0.0
Alen Smailagic,2019-20,1629346,0.008712019,Victim (Fragile Role),0.175,True,0.5131578947368421,0.7192982456140351,,0.0982456140350877,True,Avoid,"Depth (Low Performance 0.9%, Low Dependence 51.3%)",,,-0.1,0.0
Alen Smailagic,2020-21,1629346,0.0060782107,Sniper (Resilient Role),0.165,True,0.65,1.0,,0.0,True,Avoid,"Avoid (Low Performance 0.6%, High Dependence 65.0%)",,,-0.1,0.0
Alex Abrines,2016-17,203518,0.0071220994,Sniper (Resilient Role),0.153,True,0.5862155388471179,0.9298245614035088,,0.1428571428571428,True,Avoid,"Depth (Low Performance 0.7%, Low Dependence 58.6%)",,,-0.1,0.0
Alex Abrines,2017-18,203518,0.0025789193,Sniper (Resilient Role),0.126,True,0.5687410458452722,0.9140401146131804,,0.1875,True,Avoid,"Depth (Low Performance 0.3%, Low Dependence 56.9%)",,,-0.1,0.0
Alex Abrines,2018-19,203518,0.0020044616,Sniper (Resilient Role),0.12,True,0.6033653846153846,0.9615384615384616,,0.125,True,Avoid,"Depth (Low Performance 0.2%, Low Dependence 60.3%)",,,-0.1,0.0
Alex Caruso,2017-18,1627936,0.0020702654,Sniper (Resilient Role),0.128,True,0.3018518518518518,0.4768518518518519,,0.5555555555555556,True,Depth,"Depth (Low Performance 0.2%, Low Dependence 30.2%)",,,-0.1,0.0
Alex Caruso,2018-19,1627936,0.012266152,Sniper (Resilient Role),0.184,True,0.2422943972346248,0.381679389312977,,0.6415094339622641,True,Depth,"Depth (Low Performance 1.2%, Low Dependence 24.2%)",,,-0.1,0.0
Alex Caruso,2019-20,1627936,0.004221372,Sniper (Resilient Role),0.136,True,0.3776886035313001,0.5870786516853932,,0.4285714285714286,True,Avoid,"Depth (Low Performance 0.4%, Low Dependence 37.8%)",,,-0.1,0.0
