PLAYER_ID,PLAYER_NAME,SEASON,RS_PRESSURE_APPETITE,RS_PRESSURE_RESILIENCE,RS_PRESSURE_RESILIENCE_BROAD,RS_TOTAL_VOLUME,RS_GP,RS_OPEN_SHOT_FREQUENCY,PO_PRESSURE_APPETITE,PO_PRESSURE_RESILIENCE,PO_PRESSURE_RESILIENCE_BROAD,PO_TOTAL_VOLUME,PO_GP,PO_OPEN_SHOT_FREQUENCY,PRESSURE_APPETITE_DELTA,PRESSURE_RESILIENCE_DELTA,RS_LATE_CLOCK_PRESSURE_APPETITE,RS_EARLY_CLOCK_PRESSURE_APPETITE,RS_LATE_CLOCK_PRESSURE_RESILIENCE,RS_EARLY_CLOCK_PRESSURE_RESILIENCE,PO_LATE_CLOCK_PRESSURE_APPETITE,PO_EARLY_CLOCK_PRESSURE_APPETITE,PO_LATE_CLOCK_PRESSURE_RESILIENCE,PO_EARLY_CLOCK_PRESSURE_RESILIENCE,LATE_CLOCK_PRESSURE_APPETITE_DELTA,EARLY_CLOCK_PRESSURE_APPETITE_DELTA,LATE_CLOCK_PRESSURE_RESILIENCE_DELTA,EARLY_CLOCK_PRESSURE_RESILIENCE_DELTA
201568,Danilo Gallinari,2020-21,0.2792207792207792,0.308,0.4660426356589147,471.24,51,0.19696969696969696,0.2699069286452947,0.5,0.4684061302681992,174.06,18.0,0.18407445708376421,-0.009313850575484506,0.192,0.8983050847457626,0.10169491525423727,0.4445660377358491,,0.8333333333333334,0.16666666666666666,0.6,,-0.06497175141242928,0.06497175141242939,0.1554339622641509,
201569,Eric Gordon,2020-21,0.35552193645990915,0.4,0.5550297872340425,356.94000000000005,27,0.3615733736762481,,,,,,,,,0.44067796610169485,0.559322033898305,0.573076923076923,0.38866666666666666,,,,,,,,
201571,D.J. Augustin,2020-21,0.30679933665008297,0.143,0.3713243243243243,343.71,57,0.2769485903814262,,,,,,,,,0.3720930232558139,0.627906976744186,0.16049999999999998,0.431962962962963,,,,,,,,
201572,Brook Lopez,2020-21,0.4299781181619256,0.537,0.6222315521628499,639.8000000000001,70,0.34682713347921224,0.5577942735949099,0.68,0.6776216730038024,216.89,23.0,0.25768822905620364,0.12781615543298425,0.14300000000000002,0.5208333333333334,0.4791666666666667,0.45215999999999995,0.6870869565217391,0.3157894736842105,0.6842105263157895,0.8552666666666666,0.9336,-0.20504385964912286,0.2050438596491228,0.40310666666666667,0.24651304347826086
201587,Nicolas Batum,2020-21,0.2715447154471544,0.673,0.5848562874251498,412.05,67,0.4536585365853658,0.3484320557491289,0.75,0.6050099999999999,109.06,19.0,0.4494773519163763,0.07688734030197447,0.07699999999999996,0.29032258064516125,0.7096774193548387,0.833,0.7275454545454546,0.421875,0.578125,0.8026666666666668,0.143,0.13155241935483875,-0.13155241935483875,-0.030333333333333212,-0.5845454545454546
201588,George Hill,2020-21,0.4261796042617961,0.25,0.5182857142857142,197.1,30,0.29984779299847797,0.3715083798882682,0.0,0.43687218045112786,42.96,12.0,0.3016759776536313,-0.054671224373527894,-0.25,0.44776119402985076,0.5522388059701492,0.44466666666666665,0.5854054054054054,0.6666666666666667,0.33333333333333337,,,0.21890547263681598,-0.2189054726368158,,
201599,DeAndre Jordan,2020-21,0.8233944954128439,0.667,0.7367103064066852,248.52000000000007,57,0.05275229357798164,,,,,,,,,0.37931034482758624,0.6206896551724138,0.6545454545454545,0.7989444444444445,,,,,,,,
201609,Goran Dragic,2020-21,0.4332129963898917,0.452,0.4920583333333333,554.0,50,0.17148014440433212,0.3333333333333333,0.0,0.3333333333333333,54.0,4.0,0.24074074074074073,-0.09987966305655838,-0.452,0.33783783783783783,0.6621621621621622,0.49979999999999997,0.46973469387755107,0.2857142857142857,0.7142857142857143,,0.4,-0.05212355212355213,0.05212355212355213,,-0.06973469387755105
201933,Blake Griffin,2020-21,0.46772366930917325,0.372,0.4866731234866828,406.18,46,0.22650056625141562,0.5319148936170213,0.667,0.619,78.96000000000001,12.0,0.26595744680851063,0.06419122430784802,0.29500000000000004,0.6746987951807228,0.3253012048192771,0.6155535714285714,0.49818518518518523,0.7068965517241379,0.29310344827586204,,,0.03219775654341506,-0.03219775654341506,,
201935,James Harden,2020-21,0.5469778575703171,0.435,0.517316192560175,735.24,44,0.0682226211849192,0.36999999999999994,0.0,0.6006846846846847,108.0,9.0,0.16666666666666666,-0.1769778575703172,-0.435,0.5942028985507245,0.40579710144927533,0.39807317073170734,0.7159047619047618,0.78,0.22,0.8570000000000001,,0.18579710144927553,-0.18579710144927533,0.45892682926829276,
201937,Ricky Rubio,2020-21,0.34106412005457026,0.316,0.426112,498.44,68,0.35743519781718963,,,,,,,,,0.25675675675675674,0.7432432432432433,0.47368421052631576,0.553690909090909,,,,,,,,
201939,Stephen Curry,2020-21,0.5004642525533891,0.606,0.5615732838589982,1357.02,63,0.13556174558960074,,,,,,,,,0.2723735408560311,0.7276264591439688,0.34078571428571425,0.5930695187165775,,,,,,,,
201942,DeMar DeRozan,2020-21,0.6496010638297872,0.526,0.49410644831115663,917.4399999999999,61,0.052526595744680854,,,,,,,,,0.49222797927461137,0.5077720207253886,0.6040736842105263,0.5001020408163266,,,,,,,,
201949,James Johnson,2020-21,0.5413416536661466,0.654,0.5567550432276658,326.90999999999997,51,0.2745709828393136,,,,,,,,,0.3050847457627119,0.6949152542372882,0.5555555555555556,0.6696829268292683,,,,,,,,
201950,Jrue Holiday,2020-21,0.48675733715103797,0.537,0.5266573529411765,824.2299999999999,59,0.1968503937007874,0.49083382613837967,0.303,0.43957228915662644,388.93,23.0,0.17504435245416913,0.004076488987341698,-0.23400000000000004,0.3055555555555556,0.6944444444444444,0.5349090909090909,0.5751,0.37433155080213903,0.6256684491978609,0.5005714285714287,0.5181111111111112,0.06877599524658345,-0.06877599524658351,-0.03433766233766222,-0.056988888888888756
201952,Jeff Teague,2020-21,0.5477582846003899,0.42,0.4384768683274022,282.15,55,0.26510721247563357,0.5824742268041236,0.333,0.2223628318584071,31.04,16.0,0.288659793814433,0.03471594220373375,-0.08699999999999997,0.5,0.5,0.3545483870967743,0.5290322580645161,0.5,0.5,,,0.0,0.0,,
201961,Wayne Ellington,2020-21,0.3305439330543933,0.536,0.550848101265823,329.82,46,0.26638772663877264,,,,,,,,,0.6851851851851851,0.31481481481481477,0.5878378378378378,0.7561764705882353,,,,,,,,
201976,Patrick Beverley,2020-21,0.2864493996569468,0.25,0.39553293413173657,215.71,37,0.3190394511149228,0.36750000000000005,0.0,0.5785714285714285,68.0,17.0,0.3825,0.08105060034305323,-0.25,0.5789473684210527,0.42105263157894735,0.5,0.171875,0.42857142857142855,0.5714285714285714,,,-0.1503759398496241,0.15037593984962405,,
201980,Danny Green,2020-21,0.31605562579013907,0.353,0.4241,545.79,69,0.3008849557522124,0.47920133111480867,0.0,0.5652673611111111,48.08,8.0,0.2911813643926789,0.1631457053246696,-0.353,0.42372881355932196,0.576271186440678,0.32295999999999997,0.6091764705882353,0.12871287128712872,0.8712871287128713,,0.214,-0.29501594227219324,0.2950159422721933,,-0.39517647058823535
201988,Patty Mills,2020-21,0.3466666666666667,0.417,0.5192179487179488,612.0,68,0.23666666666666666,,,,,,,,,0.475,0.5249999999999999,0.5987368421052632,0.4808333333333334,,,,,,,,
202066,Garrett Temple,2020-21,0.37298091042584436,0.467,0.5032204724409449,381.35999999999996,56,0.33627019089574156,,,,,,,,,0.22499999999999998,0.7749999999999999,0.39999999999999997,0.5713870967741934,,,,,,,,
202083,Wesley Matthews,2020-21,0.14883720930232558,0.286,0.378625,249.39999999999998,58,0.641860465116279,0.24319419237749546,0.0,0.24971641791044777,33.06,6.0,0.4845735027223231,0.09435698307516988,-0.286,0.6,0.39999999999999997,,,1.0,0.0,,,0.4,-0.39999999999999997,,
202322,John Wall,2020-21,0.4057331863285557,0.434,0.47578396739130435,725.6,40,0.22326350606394707,,,,,,,,,0.22549019607843138,0.7745098039215687,0.44643478260869573,0.4921139240506329,,,,,,,,
202326,DeMarcus Cousins,2020-21,0.47893258426966295,0.486,0.46023753665689154,291.91999999999996,41,0.27808988764044945,0.785,0.286,0.46953078556263267,42.0,7.0,0.14333333333333334,0.3060674157303371,-0.2,0.6811594202898551,0.31884057971014496,0.4217021276595745,0.5531363636363636,0.5546875000000001,0.44531250000000006,,,-0.126471920289855,0.1264719202898551,,
202329,Al-Farouq Aminu,2020-21,0.505800464037123,0.364,0.4404220183486239,99.13,23,0.30162412993039445,,,,,,,,,0.18604651162790697,0.813953488372093,,0.37345714285714293,,,,,,,,
202330,Gordon Hayward,2020-21,0.3997326203208556,0.36,0.48290969899665553,658.24,44,0.23997326203208555,,,,,,,,,0.37888198757763975,0.6211180124223603,0.44436065573770495,0.58078,,,,,,,,
202331,Paul George,2020-21,0.4575311438278596,0.437,0.5045606435643565,953.64,54,0.13023782559456398,0.47306910569105687,0.5,0.5285338345864662,373.9200000000001,19.0,0.15497967479674793,0.01553796186319728,0.063,0.44025157232704404,0.559748427672956,0.6062000000000001,0.5741348314606742,0.4708994708994709,0.5291005291005291,0.4393707865168539,0.6051799999999999,0.030647898572426835,-0.03064789857242689,-0.16682921348314617,0.031045168539325707
202334,Ed Davis,2020-21,0.9109947643979058,0.25,0.40018390804597703,43.92999999999999,23,0.0,,,,,,,,,1.0,0.0,,,,,,,,,,
202335,Patrick Patterson,2020-21,0.23923444976076558,0.714,0.57788,158.83999999999997,38,0.4904306220095694,,,,,,,,,0.8125,0.1875,,,,,,,,,,
202339,Eric Bledsoe,2020-21,0.33430515063168126,0.318,0.4444738372093023,730.5899999999999,71,0.27793974732750243,,,,,,,,,0.21621621621621623,0.7837837837837838,0.4265625,0.634,,,,,,,,
202340,Avery Bradley,2020-21,0.25236593059936907,0.4,0.5110375,171.18,27,0.47318611987381703,,,,,,,,,0.23529411764705882,0.7647058823529411,,0.5846153846153846,,,,,,,,
202355,Hassan Whiteside,2020-21,0.7326892109500804,0.543,0.5548021978021979,223.56,36,0.07568438003220612,,,,,,,,,0.6101694915254238,0.38983050847457623,0.6148888888888888,0.6304347826086957,,,,,,,,
202397,Ish Smith,2020-21,0.397037037037037,0.357,0.41511940298507466,297.0,44,0.1748148148148148,0.4186046511627907,0.0,0.38916666666666666,43.0,5.0,0.1627906976744186,0.021567614125753698,-0.357,0.2068965517241379,0.793103448275862,0.6186666666666667,0.49715942028985505,0.0,1.0,,0.42899999999999994,-0.2068965517241379,0.206896551724138,,-0.06815942028985511
202681,Kyrie Irving,2020-21,0.5091994032819493,0.458,0.518908203125,1085.94,54,0.13426156141223272,0.46026490066225173,0.357,0.5130863309352519,163.07999999999998,9.0,0.14128035320088303,-0.04893450261969762,-0.10100000000000003,0.30973451327433627,0.6902654867256638,0.6447857142857143,0.45192307692307687,0.250936329588015,0.7490636704119851,0.9170000000000001,0.52756,-0.05879818368632128,0.05879818368632128,0.27221428571428585,0.07563692307692316
202684,Tristan Thompson,2020-21,0.8774834437086092,0.54,0.49324528301886794,326.16,54,0.018211920529801324,0.9117647058823528,0.75,0.5808387096774195,34.0,5.0,0.029411764705882356,0.03428126217374361,0.20999999999999996,0.6774193548387096,0.32258064516129037,0.6957142857142857,0.27185,0.6666666666666666,0.3333333333333333,,,-0.010752688172043001,0.010752688172042946,,
202685,Jonas Valančiūnas,2020-21,0.7343358395989975,0.606,0.613443686006826,742.1399999999999,62,0.10359231411862992,0.6551724137931034,0.5,0.5791578947368421,58.00000000000001,5.0,0.24137931034482754,-0.07916342580589408,-0.10599999999999998,0.6972477064220185,0.30275229357798167,0.6175,0.5996363636363637,0.6666666666666666,0.3333333333333333,,,-0.03058103975535187,0.030581039755351647,,
202687,Bismack Biyombo,2020-21,0.8224043715846995,0.469,0.5580963455149501,241.55999999999997,66,0.01639344262295082,,,,,,,,,0.49206349206349204,0.5079365079365079,0.4434193548387096,0.6684375000000001,,,,,,,,
202689,Kemba Walker,2020-21,0.48536895674300257,0.443,0.4752411533420708,675.9599999999999,43,0.18638676844783716,0.4879297732260424,0.5,0.4253373313343328,41.01,3.0,0.07315288953913679,0.0025608164830398517,0.056999999999999995,0.2511848341232228,0.7488151658767772,0.4344150943396226,0.433632911392405,0.14163090128755365,0.8583690987124464,,0.4175,-0.10955393283566914,0.10955393283566917,,-0.016132911392405025
202692,Alec Burks,2020-21,0.43353174603174605,0.351,0.40634782608695647,493.92,49,0.24503968253968256,0.4285714285714286,0.0,0.375375,56.0,5.0,0.23214285714285718,-0.004960317460317443,-0.351,0.5851063829787234,0.4148936170212766,0.5187636363636363,0.315974358974359,0.5,0.5,,,-0.08510638297872342,0.08510638297872342,,
202694,Marcus Morris Sr.,2020-21,0.3648780487804878,0.604,0.4530909090909091,584.25,57,0.24,0.47008547008547,0.333,0.42589696969696966,200.07000000000002,19.0,0.2098765432098765,0.10520742130498223,-0.27099999999999996,0.638888888888889,0.36111111111111116,0.423,0.6001923076923078,0.8300653594771242,0.16993464052287582,0.3324724409448818,,0.19117647058823528,-0.19117647058823534,-0.09052755905511817,
202695,Kawhi Leonard,2020-21,0.4830945558739255,0.545,0.5503950177935945,907.4,52,0.08825214899713468,0.4555785123966942,0.65,0.6388888888888888,212.95999999999998,11.0,0.1265495867768595,-0.0275160434772313,0.10499999999999998,0.5549738219895288,0.4450261780104712,0.45432075471698113,0.5568941176470588,0.3802083333333333,0.6197916666666666,0.625,0.6150924369747899,-0.1747654886561955,0.17476548865619546,0.17067924528301887,0.05819831932773112
202696,Nikola Vučević,2020-21,0.43809523809523815,0.574,0.532237986270023,1396.5,70,0.2711779448621554,,,,,,,,,0.8095238095238095,0.1904761904761905,0.48216806722689076,0.7487142857142857,,,,,,,,
202697,Iman Shumpert,2020-21,0.0,0.0,0.0,4.0,2,0.5,,,,,,,,,,,,,,,,,,,,
202699,Tobias Harris,2020-21,0.6187919463087249,0.511,0.551295010845987,923.8,62,0.1429530201342282,0.5859374999999999,0.412,0.4682095238095238,215.04000000000002,12.0,0.10714285714285712,-0.03285444630872503,-0.09900000000000003,0.4081632653061224,0.5918367346938775,0.5565499999999999,0.7164689655172414,0.4396135265700483,0.5603864734299517,0.36483516483516487,0.6426724137931035,0.031450261263925916,-0.031450261263925805,-0.191714835164835,-0.0737965517241379
202704,Reggie Jackson,2020-21,0.3960739030023095,0.486,0.4588513119533528,580.22,67,0.26212471131639725,0.3650075414781297,0.529,0.4996198347107439,251.94,19.0,0.2616892911010558,-0.031066361524179797,0.04300000000000004,0.3146067415730337,0.6853932584269663,0.49728571428571433,0.5735081967213115,0.20634920634920637,0.7936507936507936,,0.7104600000000001,-0.10825753522382733,0.1082575352238273,,0.1369518032786886
202709,Cory Joseph,2020-21,0.5,0.5,0.5280621301775148,425.88,63,0.2396449704142012,,,,,,,,,0.4230769230769231,0.5769230769230769,0.6181818181818182,0.6965555555555556,,,,,,,,
202710,Jimmy Butler III,2020-21,0.6436132674664785,0.492,0.5239287280701754,736.8400000000001,52,0.09738884968242764,0.59375,0.0,0.26342105263157894,64.0,4.0,0.1875,-0.04986326746647851,-0.492,0.36744186046511623,0.6325581395348837,0.571746835443038,0.6757426470588236,0.5,0.5,,,0.13255813953488377,-0.1325581395348837,,
202711,Bojan Bogdanovic,2020-21,0.4485179407176287,0.466,0.50376,923.04,72,0.27301092043681746,0.38915857605178,0.6,0.4531559251559252,135.95999999999998,11.0,0.23543689320388353,-0.05935936466584868,0.13399999999999995,0.3795620437956204,0.6204379562043796,0.35142307692307695,0.5491176470588235,0.37500000000000006,0.625,,,-0.004562043795620363,0.0045620437956204185,,
202738,Isaiah Thomas,2020-21,0.3333333333333333,0.5,0.22273,27.0,3,0.29666666666666663,,,,,,,,,0.67,0.33,,,,,,,,,,
202954,Brad Wanamaker,2020-21,0.525879917184265,0.464,0.45171653543307094,294.63,61,0.21325051759834368,,,,,,,,,0.24615384615384614,0.7538461538461538,0.609375,0.433469387755102,,,,,,,,
203076,Anthony Davis,2020-21,0.5328511151295962,0.474,0.5452873303167421,597.24,36,0.13381555153707053,0.6290322580645162,0.8,0.5131794871794871,61.99999999999999,5.0,0.09677419354838711,0.09618114293492008,0.32600000000000007,0.4751381215469613,0.5248618784530387,0.6109186046511629,0.7077052631578948,0.6363636363636362,0.36363636363636365,0.5714285714285715,,0.16122551481667496,-0.16122551481667502,-0.03949003322259137,
203078,Bradley Beal,2020-21,0.5605731654363872,0.549,0.5228993028659953,1381.8000000000002,60,0.11593573599652626,0.5447154471544715,0.375,0.40316417910447766,123.0,5.0,0.1056910569105691,-0.015857718281915734,-0.17400000000000004,0.27499999999999997,0.725,0.5133636363636365,0.5914367816091953,0.35714285714285715,0.6428571428571428,0.8,0.44433333333333336,0.08214285714285718,-0.08214285714285718,0.2866363636363636,-0.14710344827586197
203081,Damian Lillard,2020-21,0.4754016064257028,0.389,0.509651531151003,1334.64,67,0.14006024096385541,0.4702194357366771,0.417,0.5238571428571428,133.98,6.0,0.15673981191222572,-0.005182170689025656,0.02799999999999997,0.35260115606936415,0.647398843930636,0.6580655737704918,0.5529285714285713,0.46996466431095407,0.5300353356890459,0.6244360902255639,0.6669999999999999,0.11736350824158992,-0.11736350824159003,-0.033629483544927896,0.1140714285714286
203082,Terrence Ross,2020-21,0.5910447761194031,0.367,0.453489898989899,616.4,46,0.08134328358208957,,,,,,,,,0.5847953216374269,0.41520467836257313,0.31533,0.6059859154929577,,,,,,,,
203083,Andre Drummond,2020-21,0.8425000000000001,0.414,0.4749792284866468,552.0,46,0.045000000000000005,0.96875,0.444,0.580258064516129,32.0,5.0,0.03125,0.12624999999999986,0.030000000000000027,0.6355555555555555,0.36444444444444446,0.469972027972028,0.579219512195122,0.3333333333333333,0.6666666666666666,,,-0.3022222222222222,0.30222222222222217,,
203084,Harrison Barnes,2020-21,0.5108303249097473,0.444,0.5319434628975265,642.64,58,0.22743682310469315,,,,,,,,,0.5056179775280898,0.49438202247191015,0.5367999999999999,0.42431818181818176,,,,,,,,
203085,Austin Rivers,2020-21,0.355359765051395,0.579,0.49465289256198347,245.16,36,0.28928046989721,0.34782608695652173,0.5,0.41675,69.0,10.0,0.2898550724637681,-0.007533678094873264,-0.07899999999999996,0.5476190476190476,0.45238095238095233,0.49300000000000005,0.7105263157894737,0.7142857142857143,0.28571428571428575,0.8,,0.16666666666666674,-0.16666666666666657,0.307,
203086,Meyers Leonard,2020-21,0.0,0.0,0.0,7.02,3,0.7136752136752137,,,,,,,,,,,,,,,,,,,,
203087,Jeremy Lamb,2020-21,0.42764015645371584,0.214,0.4192957317073171,276.12,36,0.21773142112125163,,,,,,,,,0.390625,0.609375,0.33,0.5055384615384615,,,,,,,,
203090,Maurice Harkless,2020-21,0.44269662921348313,0.526,0.548233502538071,164.65,37,0.39999999999999997,,,,,,,,,0.28,0.72,0.21428571428571425,0.6152777777777779,,,,,,,,
203095,Evan Fournier,2020-21,0.4549689440993788,0.449,0.5306058020477816,540.96,42,0.22515527950310557,0.4603174603174604,0.571,0.3965172413793103,63.0,5.0,0.20634920634920637,0.005348516218081578,0.12199999999999994,0.3581081081081081,0.6418918918918919,0.5924528301886792,0.6761263157894737,0.5,0.5,0.2,0.8002,0.14189189189189189,-0.14189189189189189,-0.3924528301886792,0.12407368421052634
203107,Tomas Satoransky,2020-21,0.4831261101243339,0.524,0.5821323529411764,326.54,58,0.2664298401420959,,,,,,,,,0.3529411764705882,0.6470588235294118,0.364875,0.6529545454545453,,,,,,,,
