PLAYER_ID,PLAYER_NAME,SEASON,AGE,Original_Usage,Original_Archetype,Original_King_Prob,Simulated_Usage,Simulated_Archetype,Simulated_King_Prob,Delta,Is_Latent_Star,Has_Archetype_Upgrade
203943,Noah Vonleh,2015-16,20.0,0.13,Sniper (Resilient Role),0.002362729,0.28,Victim (Fragile Role),0.0756071,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203901,Elfrid Payton,2015-16,22.0,0.198,Sniper (Resilient Role),0.0025988352,0.28,Victim (Fragile Role),0.08809171,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1626174,Christian Wood,2015-16,20.0,0.185,Sniper (Resilient Role),0.0056968625,0.28,Victim (Fragile Role),0.1743559,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203527,Ryan Kelly,2015-16,25.0,0.173,Sniper (Resilient Role),0.0028032106,0.28,Victim (Fragile Role),0.078284934,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1626214,Bryce Dejean-Jones,2015-16,23.0,0.14,Sniper (Resilient Role),0.003966643,0.28,Victim (Fragile Role),0.16658504,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203080,Thomas Robinson,2015-16,25.0,0.186,Sniper (Resilient Role),0.004225747,0.28,Victim (Fragile Role),0.08421429,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203948,Johnny O'Bryant III,2015-16,23.0,0.135,Sniper (Resilient Role),0.0037019853,0.28,Victim (Fragile Role),0.13020273,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203552,Seth Curry,2015-16,25.0,0.172,Victim (Fragile Role),0.0046381173,0.28,Victim (Fragile Role),0.086333066,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
203488,Mike Muscala,2015-16,24.0,0.152,Sniper (Resilient Role),0.0029953932,0.28,Victim (Fragile Role),0.071337126,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1626245,Cristiano Felicio,2015-16,23.0,0.135,Sniper (Resilient Role),0.0028351068,0.28,Victim (Fragile Role),0.11757078,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203962,Josh Huestis,2015-16,24.0,0.135,Victim (Fragile Role),0.0053534955,0.28,Victim (Fragile Role),0.11413361,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
203493,Reggie Bullock Jr.,2015-16,25.0,0.113,Sniper (Resilient Role),0.00216182,0.28,Victim (Fragile Role),0.09412186,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1626181,Norman Powell,2015-16,23.0,0.174,Victim (Fragile Role),0.0032592495,0.28,Victim (Fragile Role),0.3364707,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
203524,Solomon Hill,2015-16,25.0,0.128,Sniper (Resilient Role),0.0068665124,0.28,Victim (Fragile Role),0.1343915,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203526,Raul Neto,2015-16,24.0,0.172,Sniper (Resilient Role),0.0020536515,0.28,Victim (Fragile Role),0.10653174,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203960,JaKarr Sampson,2015-16,23.0,0.165,Sniper (Resilient Role),0.0033801394,0.28,Victim (Fragile Role),0.07321046,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1626154,RJ Hunter,2015-16,22.0,0.15,Sniper (Resilient Role),0.004380636,0.28,Victim (Fragile Role),0.16589653,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1626147,Justin Anderson,2015-16,22.0,0.152,Sniper (Resilient Role),0.004864418,0.28,Victim (Fragile Role),0.07980211,Sniper (Resilient Role)→Victim (Fragile Role),False,False
204098,Xavier Munford,2015-16,24.0,0.168,Sniper (Resilient Role),0.002940845,0.28,Victim (Fragile Role),0.113490164,Sniper (Resilient Role)→Victim (Fragile Role),False,False
204002,Edy Tavares,2015-16,24.0,0.167,Sniper (Resilient Role),0.002575027,0.28,Victim (Fragile Role),0.09637782,Sniper (Resilient Role)→Victim (Fragile Role),False,False
204067,Jarell Eddie,2015-16,24.0,0.191,Sniper (Resilient Role),0.0039246758,0.28,Victim (Fragile Role),0.07648171,Sniper (Resilient Role)→Victim (Fragile Role),False,False
204028,Tarik Black,2015-16,24.0,0.13,Sniper (Resilient Role),0.0022110103,0.28,Victim (Fragile Role),0.1000082,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203922,Glenn Robinson III,2015-16,22.0,0.157,Sniper (Resilient Role),0.0025569508,0.28,Victim (Fragile Role),0.100844614,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1626162,Kelly Oubre Jr.,2015-16,20.0,0.166,Sniper (Resilient Role),0.0023474304,0.28,Victim (Fragile Role),0.11591617,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203088,Kendall Marshall,2015-16,24.0,0.179,Sniper (Resilient Role),0.0022801475,0.28,Victim (Fragile Role),0.10957282,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1626210,Alan Williams,2015-16,23.0,0.194,Sniper (Resilient Role),0.0038571593,0.28,Victim (Fragile Role),0.08342491,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203934,Lamar Patterson,2015-16,24.0,0.123,Sniper (Resilient Role),0.0022840013,0.28,Victim (Fragile Role),0.08804355,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203921,Cleanthony Early,2015-16,25.0,0.147,Sniper (Resilient Role),0.0027978506,0.28,Victim (Fragile Role),0.07607709,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1626199,Darrun Hilliard,2015-16,23.0,0.19,Sniper (Resilient Role),0.0030202242,0.28,Victim (Fragile Role),0.102336645,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203940,Adreian Payne,2015-16,25.0,0.175,Sniper (Resilient Role),0.0027912406,0.28,Victim (Fragile Role),0.079177506,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203098,John Jenkins,2015-16,25.0,0.167,Sniper (Resilient Role),0.0022769123,0.28,Victim (Fragile Role),0.0811319,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1626166,Cameron Payne,2015-16,21.0,0.199,Sniper (Resilient Role),0.0049939845,0.28,Victim (Fragile Role),0.08641028,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203906,Devyn Marble,2015-16,23.0,0.153,Sniper (Resilient Role),0.004520726,0.28,Victim (Fragile Role),0.1671937,Sniper (Resilient Role)→Victim (Fragile Role),False,False
202362,Lance Stephenson,2015-16,25.0,0.194,Victim (Fragile Role),0.005349098,0.28,Bulldozer (Fragile Star),0.48756146,Victim (Fragile Role)→Bulldozer (Fragile Star),True,True
203912,C.J. Wilcox,2015-16,25.0,0.19,Victim (Fragile Role),0.0031417832,0.28,Victim (Fragile Role),0.1286221,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
203492,Ray McCallum,2015-16,25.0,0.164,Sniper (Resilient Role),0.002319913,0.28,Victim (Fragile Role),0.08614468,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1626149,Montrezl Harrell,2015-16,22.0,0.141,Victim (Fragile Role),0.006186961,0.28,Victim (Fragile Role),0.2216281,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
202709,Cory Joseph,2015-16,24.0,0.166,Sniper (Resilient Role),0.0010743303,0.28,Bulldozer (Fragile Star),0.39111575,Sniper (Resilient Role)→Bulldozer (Fragile Star),True,True
203512,Lucas Nogueira,2015-16,23.0,0.12,Sniper (Resilient Role),0.008409915,0.28,Victim (Fragile Role),0.11770035,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203949,James Michael McAdoo,2015-16,23.0,0.194,Victim (Fragile Role),0.0048551336,0.28,Victim (Fragile Role),0.21002501,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
203123,Kostas Papanikolaou,2015-16,25.0,0.141,Sniper (Resilient Role),0.0026038452,0.28,Victim (Fragile Role),0.10522482,Sniper (Resilient Role)→Victim (Fragile Role),False,False
202962,Greg Smith,2015-16,25.0,0.104,Sniper (Resilient Role),0.0029143,0.28,Victim (Fragile Role),0.16797017,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203946,Cameron Bairstow,2015-16,25.0,0.196,Sniper (Resilient Role),0.006126451,0.28,Victim (Fragile Role),0.16743354,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203499,Shane Larkin,2015-16,23.0,0.172,Sniper (Resilient Role),0.0019457962,0.28,Victim (Fragile Role),0.106970616,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203508,Sergey Karasev,2015-16,22.0,0.117,Sniper (Resilient Role),0.002253048,0.28,Victim (Fragile Role),0.07725728,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203099,Jared Cunningham,2015-16,25.0,0.166,Sniper (Resilient Role),0.0025891752,0.28,Victim (Fragile Role),0.07599848,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1626170,Jerian Grant,2015-16,23.0,0.185,Sniper (Resilient Role),0.0053787166,0.28,Victim (Fragile Role),0.06106381,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203546,Ian Clark,2015-16,25.0,0.193,Victim (Fragile Role),0.007393718,0.28,Victim (Fragile Role),0.22558604,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
203894,Shabazz Napier,2015-16,24.0,0.196,Sniper (Resilient Role),0.0029578367,0.28,Victim (Fragile Role),0.094319165,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203998,Bruno Caboclo,2015-16,20.0,0.152,Sniper (Resilient Role),0.0029220376,0.28,Victim (Fragile Role),0.078105,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203909,KJ McDaniels,2015-16,23.0,0.179,Sniper (Resilient Role),0.0027942252,0.28,Victim (Fragile Role),0.07492399,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1626175,Jordan Mickey,2015-16,21.0,0.193,Sniper (Resilient Role),0.0036626768,0.28,Victim (Fragile Role),0.07447245,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203937,Kyle Anderson,2015-16,22.0,0.143,Sniper (Resilient Role),0.0029761093,0.28,Victim (Fragile Role),0.090298794,Sniper (Resilient Role)→Victim (Fragile Role),False,False
204456,T.J. McConnell,2015-16,24.0,0.167,Sniper (Resilient Role),0.0049686665,0.28,Victim (Fragile Role),0.1643994,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203461,Anthony Bennett,2015-16,23.0,0.166,Sniper (Resilient Role),0.0029779875,0.28,Victim (Fragile Role),0.07181148,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1626145,Tyus Jones,2015-16,20.0,0.151,Sniper (Resilient Role),0.0029986082,0.28,Victim (Fragile Role),0.093177095,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203898,Tyler Ennis,2015-16,21.0,0.168,Sniper (Resilient Role),0.0032247992,0.28,Victim (Fragile Role),0.10106503,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1626172,Kevon Looney,2015-16,20.0,0.14,Victim (Fragile Role),0.0067781718,0.28,Victim (Fragile Role),0.2208088,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1626146,Cliff Alexander,2015-16,20.0,0.134,Sniper (Resilient Role),0.004449886,0.28,Victim (Fragile Role),0.16743354,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203963,Shayne Whittington,2015-16,25.0,0.172,Sniper (Resilient Role),0.0030093326,0.28,Victim (Fragile Role),0.07181148,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203923,James Young,2015-16,20.0,0.092,Sniper (Resilient Role),0.0022291646,0.28,Victim (Fragile Role),0.07607709,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203956,Mitch McGary,2015-16,24.0,0.192,Sniper (Resilient Role),0.0037110087,0.28,Victim (Fragile Role),0.07447245,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203996,Damien Inglis,2015-16,21.0,0.149,Sniper (Resilient Role),0.0029237403,0.28,Victim (Fragile Role),0.07854718,Sniper (Resilient Role)→Victim (Fragile Role),False,False
204025,Tim Frazier,2015-16,25.0,0.192,Sniper (Resilient Role),0.003785407,0.28,Victim (Fragile Role),0.09526119,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203961,Eric Moreland,2015-16,24.0,0.096,Sniper (Resilient Role),0.0027894643,0.28,Victim (Fragile Role),0.07181148,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1626151,Aaron Harrison,2015-16,21.0,0.132,Sniper (Resilient Role),0.002439119,0.28,Victim (Fragile Role),0.090969235,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1626192,Pat Connaughton,2015-16,23.0,0.178,Sniper (Resilient Role),0.0026185145,0.28,Victim (Fragile Role),0.08938879,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1626179,Terry Rozier,2015-16,22.0,0.168,Sniper (Resilient Role),0.0032033033,0.28,Victim (Fragile Role),0.09617692,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203925,Joe Harris,2015-16,24.0,0.128,Sniper (Resilient Role),0.0027574436,0.28,Victim (Fragile Role),0.07181148,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1627362,Briante Weber,2015-16,23.0,0.117,Sniper (Resilient Role),0.0022795536,0.28,Victim (Fragile Role),0.09614496,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203475,Erick Green,2015-16,25.0,0.138,Sniper (Resilient Role),0.0029320274,0.28,Victim (Fragile Role),0.11991599,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203950,Jarnell Stokes,2015-16,22.0,0.133,Sniper (Resilient Role),0.0033651723,0.28,Victim (Fragile Role),0.16659126,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203955,Bryce Cotton,2015-16,23.0,0.17,Sniper (Resilient Role),0.00297899,0.28,Victim (Fragile Role),0.094278924,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203515,Phil Pressey,2015-16,25.0,0.174,Sniper (Resilient Role),0.0034984257,0.28,Victim (Fragile Role),0.09518249,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1626183,Branden Dawson,2015-16,23.0,0.078,Sniper (Resilient Role),0.0021492888,0.28,Victim (Fragile Role),0.09922357,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1626167,Myles Turner,2016-17,21.0,0.195,Victim (Fragile Role),0.0016645519,0.28,Victim (Fragile Role),0.23717968,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
203490,Otto Porter Jr.,2016-17,24.0,0.147,Sniper (Resilient Role),0.004271728,0.28,Victim (Fragile Role),0.23606327,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203991,Clint Capela,2016-17,23.0,0.199,Victim (Fragile Role),0.0016493417,0.28,Victim (Fragile Role),0.20419376,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
203497,Rudy Gobert,2016-17,25.0,0.166,Victim (Fragile Role),0.012054715,0.28,Bulldozer (Fragile Star),0.40126628,Victim (Fragile Role)→Bulldozer (Fragile Star),True,True
202685,Jonas Valančiūnas,2016-17,25.0,0.193,Victim (Fragile Role),0.002414422,0.28,Victim (Fragile Role),0.14752692,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1627737,Marquese Chriss,2016-17,19.0,0.194,Sniper (Resilient Role),0.0018233629,0.28,Victim (Fragile Role),0.09061132,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203914,Gary Harris,2016-17,22.0,0.183,Victim (Fragile Role),0.0022362536,0.28,Victim (Fragile Role),0.19482599,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
203500,Steven Adams,2016-17,23.0,0.159,Sniper (Resilient Role),0.0015715095,0.28,Victim (Fragile Role),0.11563988,Sniper (Resilient Role)→Victim (Fragile Role),False,False
