player_id,season,player_name,MICRO_STRESS_FGA,MICRO_STRESS_FG_PCT,MICRO_STRESS_PTS_PER_FGA,PLAN_A_EFFICIENCY,PLAN_B_EFFICIENCY,PLAN_B_EFFICIENCY_DELTA,PLAN_A_VOLUME,PLAN_B_VOLUME
2207,2017-18,Joe Johnson,0.92,0.41,0.6086956521739131,0.45893719806763283,0.3352941176470588,-0.12364308042057404,207.0,170.0
2210,2015-16,Richard Jefferson,0.63,0.2293,0.4285714285714286,,,,,
2210,2016-17,Richard Jefferson,0.52,0.276,1.0576923076923077,0.53125,0.3184713375796178,-0.21277866242038218,224.0,157.0
2216,2015-16,Zach Randolph,0.93,0.5066666666666667,0.9032258064516127,0.49573863636363635,0.39622641509433965,-0.09951222126929671,704.0,265.0
2216,2016-17,Zach Randolph,1.13,0.34525,0.47787610619469034,0.48364153627311524,0.37209302325581395,-0.11154851301730129,703.0,344.0
2216,2017-18,Zach Randolph,0.71,0.12375,0.6338028169014084,0.528169014084507,0.4035608308605341,-0.12460818322397288,426.0,337.0
2225,2015-16,Tony Parker,1.38,0.5492,1.0,0.5084459459459459,0.4305555555555556,-0.07789039039039036,592.0,216.0
2225,2016-17,Tony Parker,0.79,0.47408333333333336,0.8734177215189876,0.5230414746543779,0.38362068965517243,-0.13942078499920546,434.0,232.0
2225,2017-18,Tony Parker,0.5499999999999999,0.352625,0.4727272727272728,,,,,
2225,2018-19,Tony Parker,0.65,0.385375,0.6,,,,,
2406,2015-16,Caron Butler,0.95,0.27385714285714285,0.7157894736842105,,,,,
2419,2015-16,Tayshaun Prince,0.5,0.08681818181818182,0.54,,,,,
2440,2015-16,Matt Barnes,1.27,0.0659,0.5196850393700787,0.42231075697211157,0.2869198312236287,-0.13539092574848288,502.0,237.0
2440,2016-17,Matt Barnes,0.59,0.12457142857142857,0.7288135593220341,0.4104938271604938,0.34146341463414637,-0.06903041252634745,324.0,164.0
2446,2015-16,Rasual Butler,0.5900000000000001,0.166625,0.6779661016949152,,,,,
2449,2015-16,Luis Scola,1.0,0.22918181818181818,0.77,0.5121212121212121,0.3612040133779264,-0.15091719874328569,330.0,299.0
2544,2015-16,LeBron James,2.13,0.2616153846153846,0.6619718309859156,0.5990639625585024,0.3411978221415608,-0.25786614041694156,1282.0,551.0
2544,2016-17,LeBron James,1.6400000000000001,0.37581818181818183,0.7195121951219513,0.6305084745762712,0.3813868613138686,-0.24912161326240262,1180.0,548.0
2544,2017-18,LeBron James,1.71,0.33725,0.9298245614035089,0.618944323933478,0.39038189533239037,-0.2285624286010876,1383.0,707.0
2544,2018-19,LeBron James,1.9,0.17888888888888888,0.7210526315789474,0.5660621761658031,0.3746130030959752,-0.1914491730698279,772.0,323.0
2544,2019-20,LeBron James,1.49,0.3772857142857143,0.5771812080536913,0.5551948051948052,0.3818984547461369,-0.17329635044866837,1232.0,453.0
2544,2020-21,LeBron James,2.3,0.37942857142857145,0.8217391304347826,,,,,
2544,2021-22,LeBron James,2.31,0.7064285714285715,0.7575757575757576,0.5733482642777156,0.3902439024390244,-0.18310436183869117,893.0,328.0
2544,2022-23,LeBron James,1.3,0.08416666666666667,0.30769230769230765,0.5457256461232605,0.4074803149606299,-0.13824533116263055,1006.0,508.0
2544,2023-24,LeBron James,1.08,0.10250000000000001,0.6481481481481483,,,,,
2546,2015-16,Carmelo Anthony,4.21,0.2691538461538462,0.7387173396674586,0.4713656387665198,0.3483709273182957,-0.1229947114482241,908.0,399.0
2546,2016-17,Carmelo Anthony,3.94,0.36230769230769233,0.7588832487309646,0.41957364341085274,0.4733893557422969,0.053815712331444165,1032.0,357.0
2546,2017-18,Carmelo Anthony,1.87,0.45415384615384613,0.823529411764706,0.37244348762109797,0.4919614147909968,0.11951792716989884,929.0,311.0
2546,2018-19,Carmelo Anthony,2.1,0.35,0.7142857142857144,,,,,
2546,2019-20,Carmelo Anthony,1.69,0.5141818181818182,0.9763313609467457,0.3762183235867446,0.5074183976261127,0.13120007403936812,513.0,337.0
2546,2020-21,Carmelo Anthony,1.57,0.28,0.8726114649681529,0.4272,0.4009433962264151,-0.026256603773584908,625.0,212.0
2546,2021-22,Carmelo Anthony,1.1600000000000001,0.351,0.793103448275862,0.40755467196819084,0.5181818181818182,0.11062714621362735,503.0,220.0
2547,2015-16,Chris Bosh,2.63,0.3958888888888889,1.038022813688213,0.5460526315789473,0.3504823151125402,-0.19557031646640716,456.0,311.0
2548,2015-16,Dwyane Wade,1.88,0.35554545454545455,0.574468085106383,0.4970178926441352,0.3689095127610209,-0.1281083798831143,1006.0,431.0
2548,2016-17,Dwyane Wade,2.07,0.28875,0.6714975845410629,0.45702005730659023,0.37026239067055394,-0.08675766663603629,698.0,343.0
2548,2017-18,Dwyane Wade,0.65,0.29658333333333337,0.5846153846153846,0.4898373983739837,0.3423076923076923,-0.1475297060662914,492.0,260.0
2548,2018-19,Dwyane Wade,1.55,0.3323333333333333,0.6129032258064515,0.48697394789579157,0.3752711496746204,-0.11170279822117118,499.0,461.0
2550,2015-16,Kirk Hinrich,0.59,0.096,0.8813559322033899,,,,,
2561,2015-16,David West,0.71,0.6064285714285714,1.0140845070422535,,,,,
2563,2015-16,Dahntay Jones,3.0,1.0,2.0,,,,,
2564,2016-17,Boris Diaw,0.7100000000000001,0.295375,0.5915492957746479,,,,,
2571,2015-16,Leandro Barbosa,0.73,0.11440000000000002,0.726027397260274,,,,,
2571,2016-17,Leandro Barbosa,1.03,0.4305454545454545,0.7475728155339806,,,,,
2581,2015-16,Steve Blake,0.74,0.20909090909090908,0.5270270270270271,,,,,
2585,2015-16,,,,,0.4849246231155779,0.3645833333333333,-0.12034128978224456,398.0,96.0
2590,2015-16,Mo Williams,1.02,0.31525,0.7352941176470588,,,,,
2592,2015-16,James Jones,0.62,0.5476666666666667,1.161290322580645,,,,,
2594,2015-16,Kyle Korver,1.33,0.3417272727272727,0.7518796992481203,0.4174573055028463,0.503030303030303,0.08557299752745673,527.0,165.0
2594,2016-17,Kyle Korver,0.8300000000000001,0.4950909090909091,1.1686746987951808,0.4358974358974359,0.5180722891566265,0.0821748532591906,429.0,166.0
2594,2017-18,Kyle Korver,0.56,0.34,1.1964285714285716,0.4232456140350877,0.5207100591715976,0.09746444513650993,456.0,169.0
2594,2018-19,Kyle Korver,0.56,0.39681818181818185,0.8392857142857143,,,,,
2594,2019-20,Kyle Korver,0.5,0.20422222222222222,1.12,,,,,
2730,2015-16,,,,,0.630048465266559,0.27586206896551724,-0.35418639630104176,619.0,29.0
2730,2016-17,,,,,0.6621621621621622,0.24561403508771928,-0.4165481270744429,592.0,57.0
2730,2017-18,,,,,0.5951156812339332,0.3233082706766917,-0.2718074105572415,778.0,133.0
2733,2015-16,Shaun Livingston,1.32,0.45107692307692304,0.9090909090909091,,,,,
2733,2016-17,Shaun Livingston,1.1900000000000002,0.3820769230769231,0.7647058823529411,,,,,
2733,2017-18,Shaun Livingston,0.9600000000000001,0.4243846153846154,0.8125,,,,,
2734,2015-16,Devin Harris,0.8400000000000001,0.26785714285714285,0.7023809523809524,0.49166666666666664,0.3902439024390244,-0.10142276422764224,240.0,164.0
2734,2016-17,Devin Harris,0.63,0.379,0.8253968253968255,,,,,
2734,2017-18,Devin Harris,0.79,0.24992307692307694,0.5063291139240506,,,,,
2734,2018-19,Devin Harris,0.51,0.13,0.5882352941176472,,,,,
2736,2015-16,Luol Deng,1.19,0.0914,0.689075630252101,0.5374732334047109,0.36778846153846156,-0.1696847718662493,467.0,416.0
2736,2016-17,Luol Deng,0.61,0.0666,0.360655737704918,0.4605263157894737,0.3010204081632653,-0.15950590762620837,228.0,196.0
2738,2015-16,Andre Iguodala,0.93,0.3632,0.9247311827956989,0.5487012987012987,0.3794642857142857,-0.169237012987013,308.0,224.0
2738,2016-17,Andre Iguodala,0.55,0.5068888888888889,1.0363636363636364,0.5875,0.39285714285714285,-0.19464285714285717,320.0,196.0
2738,2017-18,,,,,0.5643939393939394,0.2907801418439716,-0.27361379754996784,264.0,141.0
2738,2018-19,,,,,0.5807560137457045,0.3615819209039548,-0.2191740928417497,291.0,177.0
2738,2020-21,Andre Iguodala,0.53,0.11120000000000001,0.5660377358490567,0.31690140845070425,0.47863247863247865,0.1617310701817744,142.0,117.0
2738,2021-22,Andre Iguodala,0.7100000000000001,0.25833333333333336,0.7183098591549295,,,,,
2743,2015-16,Kris Humphries,0.55,0.12183333333333335,0.5454545454545454,,,,,
2744,2015-16,Al Jefferson,0.9400000000000001,0.39180000000000004,0.851063829787234,,,,,
2744,2016-17,Al Jefferson,0.51,0.15733333333333333,0.47058823529411764,,,,,
2747,2015-16,JR Smith,2.18,0.38999999999999996,0.8165137614678898,0.3880597014925373,0.47554347826086957,0.08748377676833224,670.0,368.0
2747,2016-17,JR Smith,1.45,0.2637,0.6,,,,,
2747,2017-18,JR Smith,0.66,0.146,0.7878787878787878,0.3277310924369748,0.4869281045751634,0.1591970121381886,476.0,306.0
2747,2018-19,JR Smith,0.72,0.1875,0.7500000000000001,,,,,
2747,2019-20,JR Smith,1.02,0.6666666666666666,1.6666666666666667,,,,,
2749,2015-16,Jameer Nelson,1.06,0.34609090909090906,0.6981132075471698,,,,,
2749,2016-17,Jameer Nelson,0.75,0.3655,0.8133333333333335,0.40609137055837563,0.5142857142857142,0.1081943437273386,394.0,210.0
2749,2017-18,,,,,0.3597560975609756,0.45,0.09024390243902441,164.0,80.0
2754,2015-16,Tony Allen,0.53,0.6507142857142857,0.9811320754716981,0.5091863517060368,0.256198347107438,-0.25298800459859877,381.0,121.0
2754,2016-17,,,,,0.4969818913480885,0.2755102040816326,-0.22147168726645589,497.0,98.0
2755,2015-16,Kevin Martin,1.31,0.2098181818181818,0.534351145038168,,,,,
2756,2015-16,Sasha Vujacic,0.78,0.28490000000000004,0.7051282051282052,,,,,
2757,2015-16,Beno Udrih,1.08,0.293,0.8333333333333334,,,,,
2757,2016-17,Beno Udrih,1.07,0.3766,0.6728971962616822,,,,,
2772,2015-16,Trevor Ariza,0.98,0.205875,0.7551020408163265,0.42987249544626593,0.37119113573407203,-0.0586813597121939,549.0,361.0
2772,2016-17,Trevor Ariza,0.66,0.24379999999999996,0.8333333333333334,0.4290322580645161,0.36727272727272725,-0.061759530791788864,620.0,275.0
2772,2017-18,,,,,0.42166344294003866,0.3663003663003663,-0.05536307663967238,517.0,273.0
2772,2018-19,Trevor Ariza,0.86,0.21366666666666667,0.7209302325581396,0.4161849710982659,0.35944700460829493,-0.05673796648997098,519.0,217.0
2772,2019-20,,,,,0.4818181818181818,0.34615384615384615,-0.13566433566433567,220.0,104.0
101107,2015-16,Marvin Williams,1.04,0.256,0.6826923076923077,0.4425531914893617,0.43902439024390244,-0.0035288012454592343,470.0,328.0
101107,2016-17,Marvin Williams,0.76,0.36690909090909085,0.8684210526315789,0.4429223744292237,0.38721804511278196,-0.05570432931644176,438.0,266.0
101107,2017-18,,,,,0.4777777777777778,0.4236453201970443,-0.054132457580733484,360.0,203.0
101107,2018-19,Marvin Williams,0.64,0.4125,0.7343749999999999,0.4270557029177719,0.41454545454545455,-0.012510248372317345,377.0,275.0
101108,2015-16,Chris Paul,2.59,0.5673846153846154,1.0115830115830118,0.4275,0.5384615384615384,0.11096153846153844,800.0,390.0
101108,2016-17,Chris Paul,2.12,0.4310909090909091,0.8962264150943395,0.45982142857142855,0.532258064516129,0.07243663594470046,672.0,248.0
101108,2017-18,Chris Paul,2.0100000000000002,0.10957142857142857,0.7114427860696516,0.4225352112676056,0.5168269230769231,0.0942917118093175,639.0,416.0
101108,2018-19,Chris Paul,2.18,0.28500000000000003,0.8440366972477065,0.39849624060150374,0.4642857142857143,0.06578947368421056,532.0,336.0
101108,2019-20,Chris Paul,1.8599999999999999,0.45999999999999996,0.8064516129032259,0.46570972886762363,0.5295698924731183,0.06386016360549462,627.0,372.0
101108,2020-21,Chris Paul,1.59,0.43400000000000005,0.7861635220125786,0.47738693467336685,0.5430809399477807,0.06569400527441388,796.0,383.0
101108,2021-22,Chris Paul,1.22,0.08285714285714285,0.46721311475409844,0.5647840531561462,0.3806228373702422,-0.184161215785904,602.0,289.0
101108,2022-23,Chris Paul,1.36,0.21539999999999998,0.8529411764705883,0.429126213592233,0.45491803278688525,0.025791819194652232,515.0,244.0
101108,2023-24,Chris Paul,1.29,0.16899999999999998,0.6511627906976742,,,,,
101109,2015-16,Raymond Felton,1.6099999999999999,0.18636363636363634,0.7826086956521742,0.48704663212435234,0.3315068493150685,-0.15553978280928382,386.0,365.0
101109,2016-17,Raymond Felton,0.99,0.20425,0.4747474747474748,0.5060975609756098,0.3211009174311927,-0.18499664354441708,328.0,218.0
101109,2017-18,Raymond Felton,0.91,0.0675,0.5714285714285714,,,,,
101109,2018-19,Raymond Felton,0.6299999999999999,0.09716666666666667,0.523809523809524,,,,,
101111,2015-16,Charlie Villanueva,0.62,0.117125,0.5483870967741935,,,,,
101112,2015-16,Channing Frye,0.75,0.443,1.0533333333333335,,,,,
101112,2016-17,Channing Frye,0.5800000000000001,0.53975,1.0172413793103448,,,,,
101114,2015-16,Deron Williams,1.77,0.573,1.0508474576271185,0.3549107142857143,0.48695652173913045,0.13204580745341615,448.0,345.0
101114,2016-17,Deron Williams,1.1,0.4308181818181818,0.9090909090909091,0.4014251781472684,0.5020576131687243,0.10063243502145591,421.0,243.0
101123,2015-16,Gerald Green,1.64,0.26825000000000004,0.6951219512195123,0.34908136482939633,0.44313725490196076,0.09405589007256443,381.0,255.0
101123,2016-17,Gerald Green,0.76,0.47519999999999996,0.7368421052631579,,,,,
101123,2017-18,Gerald Green,0.8200000000000001,0.2782222222222222,0.7682926829268292,,,,,
101123,2018-19,Gerald Green,0.6900000000000001,0.33330000000000004,0.8985507246376813,0.34068627450980393,0.49523809523809526,0.15455182072829132,408.0,210.0
101127,2015-16,Jarrett Jack,3.69,0.3981666666666667,0.8834688346883468,,,,,
101127,2017-18,Jarrett Jack,0.62,0.17855555555555555,0.6290322580645161,0.4340277777777778,0.4129032258064516,-0.021124551971326178,288.0,155.0
101133,2015-16,,,,,0.6215596330275229,0.25925925925925924,-0.3623003737682637,436.0,54.0
101138,2015-16,,,,,0.5793357933579336,0.3695652173913043,-0.2097705759666293,271.0,46.0
101139,2015-16,CJ Miles,1.79,0.46725,1.0670391061452515,0.3934065934065934,0.4147465437788018,0.021339950372208427,455.0,217.0
101139,2016-17,CJ Miles,1.03,0.3336666666666666,0.8349514563106797,0.3626943005181347,0.5333333333333333,0.1706390328151986,386.0,285.0
101139,2017-18,CJ Miles,0.96,0.25566666666666665,1.0625,,,,,
101139,2018-19,CJ Miles,0.73,0.3566,1.0410958904109588,,,,,
101139,2019-20,CJ Miles,0.8,0.14285714285714285,0.37500000000000006,,,,,
101141,2015-16,,,,,0.45794392523364486,0.3605150214592275,-0.09742890377441737,428.0,233.0
101141,2016-17,Ersan Ilyasova,1.03,0.466,0.7766990291262136,0.43463497453310695,0.41975308641975306,-0.014881888113353892,589.0,324.0
101141,2017-18,,,,,0.4720357941834452,0.408,-0.06403579418344524,447.0,250.0
101141,2020-21,Ersan Ilyasova,0.59,0.4446666666666667,1.728813559322034,,,,,
101145,2015-16,Monta Ellis,2.31,0.38653846153846155,0.7532467532467533,0.47895500725689405,0.34068627450980393,-0.13826873274709012,689.0,408.0
101145,2016-17,Monta Ellis,1.11,0.1900833333333333,0.46846846846846846,0.4782608695652174,0.37799043062200954,-0.10027043894320786,368.0,209.0
101150,2015-16,Lou Williams,1.73,0.40616666666666673,0.9826589595375723,0.36893203883495146,0.46619217081850534,0.09726013198355388,412.0,281.0
101150,2016-17,Lou Williams,1.48,0.3542307692307692,0.7770270270270271,0.43538461538461537,0.4184549356223176,-0.016929679762297756,650.0,466.0
101150,2017-18,Lou Williams,1.3299999999999998,0.20253846153846153,0.774436090225564,0.46994535519125685,0.3933884297520661,-0.07655692543919074,732.0,605.0
101150,2018-19,Lou Williams,1.55,0.23646153846153845,0.5290322580645161,0.4496240601503759,0.3986135181975737,-0.051010541952802246,665.0,577.0
101150,2019-20,Lou Williams,1.4600000000000002,0.28545454545454546,0.7602739726027395,0.3706422018348624,0.46741154562383613,0.09676934378897373,545.0,537.0
101150,2020-21,Lou Williams,0.74,0.43228571428571433,0.9729729729729729,0.37757437070938216,0.4702194357366771,0.09264506502729497,437.0,319.0
101150,2021-22,Lou Williams,0.5700000000000001,0.124125,0.6842105263157895,,,,,
101161,2015-16,,,,,0.6397984886649875,0.27419354838709675,-0.3656049402778907,397.0,62.0
101161,2016-17,,,,,0.6182965299684543,0.3855421686746988,-0.23275436129375549,317.0,83.0
101162,2015-16,Marcin Gortat,0.5800000000000001,0.4627777777777778,0.7241379310344828,0.6033057851239669,0.4276729559748428,-0.17563282914912415,605.0,159.0
101162,2016-17,,,,,0.6046511627906976,0.38524590163934425,-0.2194052611513534,645.0,122.0
101162,2017-18,,,,,0.545816733067729,0.39603960396039606,-0.14977712910733298,502.0,101.0
101179,2015-16,Ronnie Price,0.93,0.487,1.1075268817204298,,,,,
101181,2015-16,Jose Calderon,1.19,0.2725,0.9075630252100841,0.4369747899159664,0.5408163265306123,0.1038415366146459,357.0,98.0
101187,2015-16,Alan Anderson,0.54,0.1,0.4444444444444444,,,,,
200745,2015-16,Andrea Bargnani,1.04,0.627875,0.9615384615384615,,,,,
200746,2015-16,LaMarcus Aldridge,1.84,0.2465,0.6304347826086957,0.5355691056910569,0.4217391304347826,-0.11382997525627425,984.0,230.0
200746,2016-17,LaMarcus Aldridge,1.6600000000000001,0.2319,0.6626506024096386,0.49105367793240556,0.4098939929328622,-0.08115968499954335,1006.0,283.0
200746,2017-18,LaMarcus Aldridge,1.5,0.23045454545454547,0.48000000000000004,0.543859649122807,0.4139650872817955,-0.12989456184101156,1026.0,401.0
200746,2018-19,LaMarcus Aldridge,1.02,0.1271,0.5,0.5414725069897484,0.4305177111716621,-0.11095479581808626,1073.0,367.0
200746,2019-20,LaMarcus Aldridge,0.8099999999999999,0.15533333333333332,0.7654320987654323,0.5325884543761639,0.41015625,-0.12243220437616387,537.0,256.0
200746,2020-21,LaMarcus Aldridge,0.55,0.6285999999999999,0.9454545454545454,,,,,
200751,2015-16,Randy Foye,0.7,0.2491818181818182,0.4857142857142857,0.37261146496815284,0.3157894736842105,-0.05682199128394233,314.0,209.0
200752,2015-16,Rudy Gay,1.82,0.417,0.8131868131868132,0.53584229390681,0.37193763919821826,-0.16390465470859178,558.0,449.0
200752,2016-17,Rudy Gay,1.9300000000000002,0.20783333333333331,0.6373056994818652,,,,,
200752,2017-18,Rudy Gay,0.98,0.4479,0.9387755102040817,0.544891640866873,0.36917562724014336,-0.17571601362672967,323.0,279.0
200752,2018-19,Rudy Gay,1.15,0.2465,0.9304347826086958,0.4825174825174825,0.5090439276485789,0.026526445131096366,429.0,387.0
200752,2019-20,Rudy Gay,0.98,0.4830833333333333,0.8571428571428571,0.41025641025641024,0.4859154929577465,0.07565908270133626,312.0,284.0
200752,2020-21,Rudy Gay,0.85,0.41644444444444445,0.7411764705882354,0.4,0.4505928853754941,0.05059288537549406,375.0,253.0
200752,2021-22,Rudy Gay,0.51,0.13999999999999999,0.49019607843137253,,,,,
200755,2015-16,JJ Redick,1.3900000000000001,0.39441666666666664,1.079136690647482,0.4625,0.5146443514644351,0.05214435146443508,720.0,239.0
200755,2016-17,JJ Redick,1.0,0.3519090909090909,1.04,0.41841004184100417,0.515695067264574,0.09728502542356987,717.0,223.0
200755,2017-18,JJ Redick,0.83,0.4199,0.9277108433734941,0.4424552429667519,0.5086206896551724,0.06616544668842045,782.0,232.0
200755,2018-19,JJ Redick,0.89,0.3947,1.146067415730337,0.42046718576195774,0.5079365079365079,0.08746932217455017,899.0,252.0
200755,2019-20,JJ Redick,0.71,0.298625,0.859154929577465,0.4405010438413361,0.4934210526315789,0.052920008790242834,479.0,152.0
200755,2020-21,JJ Redick,0.5900000000000001,0.402125,1.033898305084746,,,,,
200757,2015-16,Thabo Sefolosha,0.58,0.41012499999999996,1.0000000000000002,0.5344129554655871,0.4588235294117647,-0.0755894260538224,247.0,170.0
200757,2016-17,,,,,0.508130081300813,0.32666666666666666,-0.1814634146341464,246.0,150.0
200765,2015-16,Rajon Rondo,1.32,0.21025,0.6818181818181818,0.516,0.34397163120567376,-0.17202836879432626,500.0,282.0
200765,2016-17,Rajon Rondo,0.9,0.20845454545454548,0.5,0.425531914893617,0.3791469194312796,-0.04638499546233743,376.0,211.0
200765,2017-18,Rajon Rondo,0.5,0.28800000000000003,1.16,0.5234159779614325,0.3542600896860987,-0.1691558882753338,363.0,223.0
200765,2018-19,Rajon Rondo,0.95,0.28300000000000003,0.8947368421052633,,,,,
200765,2019-20,Rajon Rondo,0.6799999999999999,0.171,0.6176470588235295,,,,,
200765,2021-22,Rajon Rondo,0.9,0.17833333333333334,0.6,,,,,
200768,2015-16,Kyle Lowry,2.93,0.4810769230769231,1.0648464163822524,0.4441117764471058,0.376425855513308,-0.06768592093379783,1002.0,526.0
200768,2016-17,Kyle Lowry,2.13,0.47000000000000003,1.023474178403756,0.4853146853146853,0.41216216216216217,-0.07315252315252313,715.0,296.0
200768,2017-18,Kyle Lowry,1.19,0.32,0.6638655462184875,0.45689655172413796,0.368,-0.08889655172413796,812.0,250.0
200768,2018-19,Kyle Lowry,1.06,0.3061,0.6320754716981131,0.4297297297297297,0.391304347826087,-0.03842538190364275,740.0,276.0
200768,2019-20,Kyle Lowry,1.18,0.2247777777777778,0.5338983050847458,0.42916093535075656,0.375,-0.054160935350756556,727.0,224.0
200768,2020-21,Kyle Lowry,1.03,0.1895,0.6213592233009708,,,,,
200768,2021-22,Kyle Lowry,1.05,0.4629,0.8190476190476191,0.429769392033543,0.4067796610169492,-0.022989731016593795,477.0,236.0
200768,2022-23,Kyle Lowry,1.1,0.6486666666666666,0.9727272727272726,0.3877068557919622,0.4491525423728814,0.0614456865809192,423.0,236.0
200768,2023-24,Kyle Lowry,1.03,0.13122222222222224,0.854368932038835,,,,,
200770,2015-16,Jordan Farmar,0.67,0.3333333333333333,0.7611940298507462,,,,,
200770,2016-17,Jordan Farmar,1.5,0.3333333333333333,1.0,,,,,
200771,2016-17,Sergio Rodriguez,0.97,0.41333333333333333,0.6288659793814432,0.34349030470914127,0.49142857142857144,0.14793826671943017,361.0,175.0
200782,2015-16,P.J. Tucker,0.92,0.2125,0.5326086956521738,0.4778481012658228,0.3308270676691729,-0.14702103359664986,316.0,266.0
200782,2016-17,P.J. Tucker,0.63,0.2622,0.6825396825396826,0.4468864468864469,0.3682170542635659,-0.07866939262288103,273.0,258.0
200782,2017-18,,,,,0.3849056603773585,0.4295774647887324,0.04467180441137386,265.0,284.0
200782,2018-19,P.J. Tucker,0.53,0.11359999999999999,0.5660377358490567,0.4024767801857585,0.40625,0.003773219814241502,323.0,288.0
200782,2019-20,,,,,0.38095238095238093,0.45454545454545453,0.0735930735930736,294.0,220.0
200782,2020-21,,,,,0.33974358974358976,0.42857142857142855,0.08882783882783879,156.0,119.0
200782,2021-22,,,,,0.562015503875969,0.4157706093189964,-0.1462448945569726,258.0,279.0
200782,2022-23,,,,,0.38857142857142857,0.46534653465346537,0.0767751060820368,175.0,101.0
200794,2015-16,Paul Millsap,1.28,0.1876,0.6874999999999999,0.5385674931129476,0.35429769392033544,-0.18426979919261216,726.0,477.0
200794,2016-17,Paul Millsap,1.38,0.2853333333333333,0.7681159420289856,0.5044091710758377,0.38492063492063494,-0.11948853615520277,567.0,504.0
200794,2017-18,Paul Millsap,0.73,0.34255555555555556,0.7945205479452055,,,,,
200794,2018-19,Paul Millsap,0.51,0.45814285714285713,0.7058823529411764,0.5380228136882129,0.37966101694915255,-0.15836179673906037,526.0,295.0
200794,2019-20,,,,,0.5351681957186545,0.3624454148471616,-0.1727227808714929,327.0,229.0
200794,2020-21,,,,,0.5053763440860215,0.4186046511627907,-0.08677169292323078,279.0,172.0
200826,2015-16,J.J. Barea,1.51,0.381909090909091,0.9470198675496689,0.44801980198019803,0.4310850439882698,-0.01693475799192823,404.0,341.0
200826,2016-17,J.J. Barea,0.8899999999999999,0.586,1.213483146067416,,,,,
200826,2017-18,J.J. Barea,0.88,0.06709090909090909,0.6590909090909092,0.40232558139534885,0.5,0.09767441860465115,430.0,260.0
