PLAYER_ID,PLAYER_NAME,SEASON,CREATION_VOLUME_RATIO_YOY_DELTA,CREATION_TAX_YOY_DELTA,LEVERAGE_USG_DELTA_YOY_DELTA,LEVERAGE_TS_DELTA_YOY_DELTA,RS_PRESSURE_RESILIENCE_YOY_DELTA,RS_PRESSURE_APPETITE_YOY_DELTA,RS_RIM_APPETITE_YOY_DELTA,EFG_ISO_WEIGHTED_YOY_DELTA,RS_LATE_CLOCK_PRESSURE_RESILIENCE_YOY_DELTA,AGE_X_CREATION_VOLUME_RATIO_YOY_DELTA,AGE_X_CREATION_TAX_YOY_DELTA,AGE_X_LEVERAGE_USG_DELTA_YOY_DELTA,AGE_X_LEVERAGE_TS_DELTA_YOY_DELTA,AGE_X_RS_PRESSURE_RESILIENCE_YOY_DELTA,AGE_X_RS_PRESSURE_APPETITE_YOY_DELTA,AGE_X_EFG_ISO_WEIGHTED_YOY_DELTA,AGE_X_RS_LATE_CLOCK_PRESSURE_RESILIENCE_YOY_DELTA,AGE_X_RS_RIM_APPETITE_YOY_DELTA,PREV_CREATION_VOLUME_RATIO,PREV_CREATION_TAX,PREV_LEVERAGE_USG_DELTA,PREV_LEVERAGE_TS_DELTA,PREV_RS_PRESSURE_RESILIENCE,PREV_RS_PRESSURE_APPETITE,PREV_RS_RIM_APPETITE,PREV_EFG_ISO_WEIGHTED,PREV_RS_LATE_CLOCK_PRESSURE_RESILIENCE,AGE_X_CREATION_VOLUME_RATIO_YOY_DELTA,AGE_X_CREATION_TAX_YOY_DELTA,AGE_X_LEVERAGE_USG_DELTA_YOY_DELTA,AGE_X_LEVERAGE_TS_DELTA_YOY_DELTA,AGE_X_RS_PRESSURE_RESILIENCE_YOY_DELTA,AGE_X_RS_PRESSURE_APPETITE_YOY_DELTA,AGE_X_EFG_ISO_WEIGHTED_YOY_DELTA,AGE_X_RS_LATE_CLOCK_PRESSURE_RESILIENCE_YOY_DELTA,AGE_X_RS_RIM_APPETITE_YOY_DELTA
1717,Dirk Nowitzki,2017-18,-0.018793959663524797,0.1610000000000001,-0.056999999999999995,-0.17599999999999988,0.030000000000000027,-0.025733072078922226,,0.22699999999999998,0.23936170212765961,-0.7517583865409918,6.440000000000003,-2.28,-7.039999999999996,1.200000000000001,-1.029322883156889,9.079999999999998,9.574468085106385,,0.0635897435897435,-0.245,-0.03,-0.011,0.511,0.4332533972821742,,0.273,0.2606382978723404,-0.7517583865409918,6.440000000000003,-2.28,-7.039999999999996,1.200000000000001,-1.029322883156889,9.079999999999998,9.574468085106385,
1717,Dirk Nowitzki,2018-19,-0.017859756990191798,0.007999999999999896,,,-0.20800000000000002,-0.046597665773129904,,-0.125,-0.21899999999999997,-0.7322500365978637,0.32799999999999574,,,-8.528,-1.910504296698326,-5.125,-8.979,,0.0447957839262187,-0.0839999999999999,,,0.541,0.407520325203252,,0.5,0.5,-0.7322500365978637,0.32799999999999574,,,-8.528,-1.910504296698326,-5.125,-8.979,
1718,Paul Pierce,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,Paul Pierce,2016-17,-0.04528473804100229,-0.054890909090909,,,,,,0.041109090909090984,,-1.7661047835990893,-2.140745454545451,,,,,1.6032545454545484,,,0.1252847380410023,0.000890909090909,,,,,,0.458890909090909,,-1.7661047835990893,-2.140745454545451,,,,,1.6032545454545484,,
1737,Nazr Mohammed,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,Elton Brand,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,Andre Miller,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,Jason Terry,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,Jason Terry,2016-17,-0.06745940626537641,-0.2079719887955182,-0.10400000000000001,-0.6569999999999999,,,,-0.1379719887955182,,-2.63091684434968,-8.11090756302521,-4.056,-25.622999999999998,,,-5.380907563025209,,,0.2241758241758241,-0.0543137254901961,0.036,0.0569999999999999,,,,0.4926862745098039,,-2.63091684434968,-8.11090756302521,-4.056,-25.622999999999998,,,-5.380907563025209,,
1891,Jason Terry,2017-18,-0.026281635301752093,0.2785584415584415,0.012000000000000004,0.9429999999999998,,,,0.20155844155844155,,-1.0512654120700837,11.14233766233766,0.48000000000000015,37.71999999999999,,,8.062337662337661,,,0.1567164179104477,-0.2622857142857143,-0.068,-0.6,,,,0.3547142857142857,,-1.0512654120700837,11.14233766233766,0.48000000000000015,37.71999999999999,,,8.062337662337661,,
1897,Metta World Peace,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,Metta World Peace,2016-17,-0.05671690163668772,0.1637955974842767,,,0.34199999999999997,-0.1972335468841002,,0.06379559748427682,,-2.0985253605574457,6.060437106918237,,,12.653999999999998,-7.2976412347117074,2.3604371069182424,,,0.2920110192837465,-0.1219622641509434,,,0.229,0.4178217821782178,,0.3110377358490566,,-2.0985253605574457,6.060437106918237,,,12.653999999999998,-7.2976412347117074,2.3604371069182424,,
1938,Manu Ginobili,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,Manu Ginobili,2016-17,-0.04390716003090028,0.1322433157990205,-0.06899999999999999,-0.127,-0.18,-0.0539222704113857,,0.03224331579902051,-0.1916000000000001,-1.712379241205111,5.157489316161799,-2.691,-4.953,-7.02,-2.102968546044042,1.2574893161618,-7.472400000000004,,0.3685258964143426,-0.1888540540540541,-0.006,-0.006,0.474,0.4491978609625668,,0.4581459459459459,0.5616,-1.712379241205111,5.157489316161799,-2.691,-4.953,-7.02,-2.102968546044042,1.2574893161618,-7.472400000000004,
1938,Manu Ginobili,2017-18,0.17431516553553428,-0.009158492514197106,0.082,0.255,0.15600000000000003,0.07382553304432449,,0.002841507485802919,0.10357142857142859,6.972606621421371,-0.36633970056788423,3.2800000000000002,10.2,6.240000000000001,2.9530213217729795,0.11366029943211675,4.142857142857144,,0.3246187363834423,-0.0566107382550336,-0.075,-0.133,0.294,0.3952755905511811,,0.4903892617449664,0.3699999999999999,6.972606621421371,-0.36633970056788423,3.2800000000000002,10.2,6.240000000000001,2.9530213217729795,0.11366029943211675,4.142857142857144,
2034,Mike Miller,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,Mike Miller,2016-17,0.011538461538461602,-0.833,,,-0.333,-0.04911180773249739,,-0.75,,0.42692307692307924,-30.820999999999998,,,-12.321000000000002,-1.8171368861024033,-27.75,,,0.0384615384615384,0.25,,,0.333,0.1439393939393939,,0.75,,0.42692307692307924,-30.820999999999998,,,-12.321000000000002,-1.8171368861024033,-27.75,,
2037,Jamal Crawford,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,Jamal Crawford,2016-17,0.07448937204232187,0.0651367267916308,0.0709999999999998,-0.0549999999999999,-0.08799999999999997,-0.0005971064159561168,-0.004469171165216085,0.014136726791630916,0.0062443373493975,2.7561067655659093,2.4100588912903396,2.6269999999999927,-2.0349999999999966,-3.255999999999999,-0.02209293739037632,0.5230588912903439,0.2310404819277075,-0.16535933311299514,0.65375854214123,-0.1382578397212543,-0.0489999999999999,0.0539999999999999,0.475,0.5981465880370682,0.1320553780617678,0.4367421602787456,0.40584,2.7561067655659093,2.4100588912903396,2.6269999999999927,-2.0349999999999966,-3.255999999999999,-0.02209293739037632,0.5230588912903439,0.2310404819277075,-0.16535933311299514
2037,Jamal Crawford,2017-18,-0.06379168076180108,-0.0371104239965242,-0.06499999999999989,0.2189999999999999,-0.029000000000000026,-0.033971895414215525,-0.0534622176782229,-0.002110423996524169,0.022738447460729116,-2.424083868948441,-1.4101961118679196,-2.4699999999999958,8.321999999999996,-1.102000000000001,-1.29093202574019,-0.08019611186791842,0.8640610035077064,-2.0315642717724702,0.7282479141835518,-0.0731211129296235,0.0219999999999999,-0.001,0.387,0.5975494816211121,0.1275862068965517,0.4508788870703765,0.4120843373493975,-2.424083868948441,-1.4101961118679196,-2.4699999999999958,8.321999999999996,-1.102000000000001,-1.29093202574019,-0.08019611186791842,0.8640610035077064,-2.0315642717724702
2037,Jamal Crawford,2018-19,0.08160331123674314,0.053534353827556204,-0.0050000000000000044,-0.129,0.08200000000000002,0.0028457714573369985,,0.01653435382755608,-0.0032270401292756046,3.182529138232982,2.087839799274692,-0.19500000000000017,-5.031000000000001,3.198000000000001,0.11098508683614294,0.6448397992746872,-0.12585456504174858,,0.6644562334217508,-0.1102315369261477,-0.043,0.2179999999999999,0.358,0.5635775862068966,,0.4487684630738523,0.4348227848101266,3.182529138232982,2.087839799274692,-0.19500000000000017,-5.031000000000001,3.198000000000001,0.11098508683614294,0.6448397992746872,-0.12585456504174858,
2037,Jamal Crawford,2019-20,-0.2460595446584939,-0.1933028169014085,,,-0.44,-0.3164233576642336,,0.0346971830985916,,-9.842381786339756,-7.73211267605634,,,-17.6,-12.656934306569344,1.387887323943664,,,0.7460595446584939,-0.0566971830985915,,,0.44,0.5664233576642336,,0.4653028169014084,,-9.842381786339756,-7.73211267605634,,,-17.6,-12.656934306569344,1.387887323943664,,
2199,Tyson Chandler,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199,Tyson Chandler,2016-17,-0.009367525910178101,0.6719999999999999,-0.069,0.239,0.09999999999999998,0.10858773889302542,,0.75,0.008899999999999908,-0.3184958809460554,22.848,-2.346,8.126,3.3999999999999995,3.6919831223628643,25.5,0.30259999999999687,,0.0140845070422535,-0.346,0.007,-0.018,0.52,0.7352941176470589,,0.25,0.5497000000000001,-0.3184958809460554,22.848,-2.346,8.126,3.3999999999999995,3.6919831223628643,25.5,0.30259999999999687,
2199,Tyson Chandler,2017-18,-0.0047169811320754,-0.982,0.0530000000000001,-0.203,-0.07499999999999996,-0.07787200432333552,,-1.0,0.09524615384615376,-0.165094339622639,-34.37,1.8550000000000035,-7.105,-2.6249999999999982,-2.725520151316743,-35.0,3.3336153846153813,,0.0047169811320754,0.3259999999999999,-0.062,0.221,0.62,0.8438818565400843,,1.0,0.5586,-0.165094339622639,-34.37,1.8550000000000035,-7.105,-2.6249999999999982,-2.725520151316743,-35.0,3.3336153846153813,
2199,Tyson Chandler,2018-19,0.0119760479041916,0.019000000000000017,-0.0300000000000001,-0.443,-0.08100000000000002,0.0552191980625808,,0.0,,0.4311377245508976,0.6840000000000006,-1.0800000000000036,-15.948,-2.9160000000000004,1.9878911302529088,0.0,,,0.0,-0.656,-0.0089999999999999,0.018,0.545,0.7660098522167488,,0.0,,0.4311377245508976,0.6840000000000006,-1.0800000000000036,-15.948,-2.9160000000000004,1.9878911302529088,0.0,,
2199,Tyson Chandler,2019-20,-0.0119760479041916,-0.18699999999999994,,,0.035999999999999976,0.06282892073516311,,0.0,,-0.4431137724550892,-6.918999999999998,,,1.3319999999999992,2.324670067201035,0.0,,,0.0119760479041916,-0.637,,,0.464,0.8212290502793296,,0.0,,-0.4431137724550892,-6.918999999999998,,,1.3319999999999992,2.324670067201035,0.0,,
2200,Pau Gasol,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,Pau Gasol,2016-17,-0.02835959083658371,0.0025718576447922026,-0.092,0.096,0.09800000000000003,-0.00632512657100992,,0.08057185764479213,0.062387330316742096,-1.0209452701170134,0.09258687521251929,-3.312,3.456,3.5280000000000014,-0.22770455655635713,2.900586875212517,2.2459438914027157,,0.1627469426152398,-0.0961502890173411,-0.0229999999999999,-0.05,0.461,0.5173661360347322,,0.4188497109826589,0.4264588235294118,-1.0209452701170134,0.09258687521251929,-3.312,3.456,3.5280000000000014,-0.22770455655635713,2.900586875212517,2.2459438914027157,
2200,Pau Gasol,2017-18,-0.021149712225227102,-0.14042156862745112,0.1159999999999999,0.017999999999999905,,,,-0.20842156862745104,,-0.7825393523334028,-5.1955980392156915,4.291999999999996,0.6659999999999965,,,-7.711598039215688,,,0.1343873517786561,-0.0935784313725489,-0.1149999999999999,0.046,,,,0.499421568627451,,-0.7825393523334028,-5.1955980392156915,4.291999999999996,0.6659999999999965,,,-7.711598039215688,,
2200,Pau Gasol,2018-19,0.0615591084140506,-0.05999999999999997,,,,,,-0.05999999999999997,,2.339246119733923,-2.279999999999999,,,,,-2.279999999999999,,,0.113237639553429,-0.234,,,,,,0.291,,2.339246119733923,-2.279999999999999,,,,,-2.279999999999999,,
2207,Joe Johnson,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,Joe Johnson,2016-17,-0.008690828402366901,-0.026907446808510593,-0.033,0.2539999999999999,-0.04800000000000004,-0.04475473262076163,0.00867157367769189,-0.019907446808510643,-0.14144499178981929,-0.31286982248520845,-0.9686680851063814,-1.1880000000000002,9.143999999999997,-1.7280000000000015,-1.6111703743474186,-0.7166680851063831,-5.092019704433494,0.31217665239690806,0.5649038461538461,-0.146863829787234,0.055,-0.05,0.518,0.5023607176581681,0.0919674039580908,0.4591361702127659,0.4572068965517241,-0.31286982248520845,-0.9686680851063814,-1.1880000000000002,9.143999999999997,-1.7280000000000015,-1.6111703743474186,-0.7166680851063831,-5.092019704433494,0.31217665239690806
2207,Joe Johnson,2017-18,-0.08470024761395467,0.18862127659574449,-0.006000000000000099,-0.3879999999999999,,,,0.0076212765957446305,,-3.133909161716323,6.978987234042546,-0.22200000000000367,-14.355999999999996,,,0.2819872340425513,,,0.5562130177514792,-0.1737712765957446,0.022,0.2039999999999999,,,,0.4392287234042553,,-3.133909161716323,6.978987234042546,-0.22200000000000367,-14.355999999999996,,,0.2819872340425513,,
2210,Richard Jefferson,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,Richard Jefferson,2016-17,0.01612450137648179,-0.1253181818181818,0.032000000000000105,0.3029999999999999,0.04300000000000004,-0.04131046334708888,,-0.12431818181818177,-0.25217691154422794,0.5966065509298262,-4.636772727272727,1.184000000000004,11.210999999999995,1.5910000000000015,-1.5284871438422885,-4.599772727272725,-9.330545727136434,,0.0784313725490196,-0.1064999999999999,-0.083,-0.2519999999999999,0.476,0.4560570071258907,,0.4725,0.7345217391304348,0.5966065509298262,-4.636772727272727,1.184000000000004,11.210999999999995,1.5910000000000015,-1.5284871438422885,-4.599772727272725,-9.330545727136434,
2210,Richard Jefferson,2017-18,0.2387774594078319,0.8568181818181817,,,-0.186,0.14080901177675365,,0.5688181818181819,,9.073543457497612,32.559090909090905,,,-7.068,5.350742447516638,21.615090909090913,,,0.0945558739255014,-0.2318181818181817,,,0.519,0.4147465437788018,,0.3481818181818182,,9.073543457497612,32.559090909090905,,,-7.068,5.350742447516638,21.615090909090913,,
2216,Zach Randolph,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216,Zach Randolph,2016-17,-0.09659157965963,0.0452530246007952,-0.0290000000000001,0.018,0.05499999999999999,-0.027452182999409436,-0.018922671522094092,0.05125302460079523,-0.1700810971973763,-3.38070528808705,1.583855861027832,-1.0150000000000035,0.63,1.9249999999999998,-0.9608264049793303,1.793855861027833,-5.952838401908171,-0.6622935032732933,0.3012895662368112,-0.0569688715953307,-0.0169999999999999,0.029,0.467,0.6259370314842579,0.372657111356119,0.4340311284046692,0.5188717948717949,-3.38070528808705,1.583855861027832,-1.0150000000000035,0.63,1.9249999999999998,-0.9608264049793303,1.793855861027833,-5.952838401908171,-0.6622935032732933
2216,Zach Randolph,2017-18,0.07930636597994611,-0.0453377928522078,0.03,-0.073,-0.01100000000000001,-0.05865499542993746,,-0.008337792852207704,0.2105777233782129,2.85502917527806,-1.6321605426794807,1.08,-2.6279999999999997,-0.39600000000000035,-2.1115798354777486,-0.30016054267947734,7.580798041615664,,0.2046979865771812,-0.0117158469945355,-0.046,0.047,0.522,0.5984848484848485,,0.4852841530054644,0.3487906976744186,2.85502917527806,-1.6321605426794807,1.08,-2.6279999999999997,-0.39600000000000035,-2.1115798354777486,-0.30016054267947734,7.580798041615664,
2225,Tony Parker,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,Tony Parker,2016-17,-0.010476458912148212,0.1201223454654302,-0.038,0.002000000000000099,-0.020999999999999963,0.06343024566148303,-0.02309215574642931,0.0031223454654302762,-0.2288619047619049,-0.3666760619251874,4.204282091290057,-1.33,0.07000000000000346,-0.7349999999999988,2.220058598151906,0.10928209129005967,-8.010166666666672,-0.8082254511250259,0.8006952491309385,-0.1089594790159189,0.043,0.0239999999999999,0.484,0.5010141987829614,0.3394366197183098,0.488040520984081,0.4424333333333334,-0.3666760619251874,4.204282091290057,-1.33,0.07000000000000346,-0.7349999999999988,2.220058598151906,0.10928209129005967,-8.010166666666672,-0.8082254511250259
2225,Tony Parker,2017-18,0.021133463537470143,0.007040837254192401,,,-0.014000000000000012,-0.08784869976359333,,-0.02895916274580751,0.24892857142857153,0.7608046873489251,0.2534701411509264,,,-0.5040000000000004,-3.16255319148936,-1.0425298588490703,8.961428571428575,,0.7902187902187903,0.0111628664495113,,,0.463,0.5644444444444444,,0.4911628664495113,0.2135714285714285,0.7608046873489251,0.2534701411509264,,,-0.5040000000000004,-3.16255319148936,-1.0425298588490703,8.961428571428575,
2225,Tony Parker,2018-19,0.052284109880103236,0.0615362343767917,,,-0.07600000000000001,0.08030498171140066,,0.029536234376791592,-0.17063953488372102,1.9345120655638197,2.276840671941293,,,-2.8120000000000003,2.9712843233218242,1.0928406719412889,-6.313662790697678,,0.8113522537562604,0.0182037037037037,,,0.449,0.4765957446808511,,0.4622037037037038,0.4625,1.9345120655638197,2.276840671941293,,,-2.8120000000000003,2.9712843233218242,1.0928406719412889,-6.313662790697678,
2365,Chris Andersen,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2365,Chris Andersen,2016-17,-0.0179372197309417,-0.8379999999999999,,,,,,-1.0,,-0.6816143497757846,-31.843999999999994,,,,,-38.0,,,0.0179372197309417,0.4489999999999999,,,,,,1.0,,-0.6816143497757846,-31.843999999999994,,,,,-38.0,,
2399,Mike Dunleavy,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,Mike Dunleavy,2016-17,0.0009284852120874099,0.10194902548725637,,,,,,0.0669490254872564,,0.033425467635146755,3.6701649175412294,,,,,2.4101649175412305,,,0.0685579196217494,-0.3908620689655172,,,,,,0.2241379310344827,,0.033425467635146755,3.6701649175412294,,,,,2.4101649175412305,,
2400,Drew Gooden,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2403,Nene,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2403,Nene,2016-17,-0.0903838779770781,-0.03142105263157889,0.016,-0.191,-0.07999999999999996,0.02788038038038032,,0.05757894736842112,0.23560975609756096,-3.0730518512206553,-1.0683157894736823,0.544,-6.494,-2.719999999999999,0.9479329329329309,1.9576842105263181,8.010731707317072,,0.1551020408163265,-0.067578947368421,-0.097,0.221,0.612,0.6325925925925926,,0.4664210526315789,0.564390243902439,-3.0730518512206553,-1.0683157894736823,0.544,-6.494,-2.719999999999999,0.9479329329329309,1.9576842105263181,8.010731707317072,
2403,Nene,2017-18,-0.012086583891880005,0.3239999999999998,,,,,,0.254,,-0.42303043621580017,11.339999999999993,,,,,8.89,,,0.0647181628392484,-0.0989999999999999,,,,,,0.524,,-0.42303043621580017,11.339999999999993,,,,,8.89,,
2403,Nene,2018-19,0.029494024917365906,-0.3209999999999998,,,,,,-0.34900000000000003,,1.0617848970251726,-11.555999999999992,,,,,-12.564000000000002,,,0.0526315789473684,0.2249999999999999,,,,,,0.778,,1.0617848970251726,-11.555999999999992,,,,,-12.564000000000002,,
2405,Amar'e Stoudemire,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2406,Caron Butler,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,Tayshaun Prince,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440,Matt Barnes,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440,Matt Barnes,2016-17,-0.012404257677635297,-0.31362666666666666,0.022999999999999902,-0.16799999999999998,,,,-0.2776266666666667,,-0.458957534072506,-11.604186666666667,0.8509999999999964,-6.215999999999999,,,-10.272186666666668,,,0.1040221914008321,-0.0393733333333333,-0.0219999999999999,0.146,,,,0.4496266666666667,,-0.458957534072506,-11.604186666666667,0.8509999999999964,-6.215999999999999,,,-10.272186666666668,,
2446,Rasual Butler,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449,Luis Scola,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449,Luis Scola,2016-17,-0.0639190704461213,0.0430447368421054,,,-0.009000000000000008,0.07820003089913319,,0.06704473684210538,0.3156180555555556,-2.365005606506488,1.5926552631578998,,,-0.3330000000000003,2.893401143267928,2.480655263157899,11.677868055555557,,0.1847649918962723,-0.1093947368421053,,,0.453,0.5247776365946634,,0.4306052631578946,0.4069444444444444,-2.365005606506488,1.5926552631578998,,,-0.3330000000000003,2.893401143267928,2.480655263157899,11.677868055555557,
2544,LeBron James,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544,LeBron James,2016-17,0.029096132044655332,0.04210922379945621,-0.109,0.12299999999999989,0.08399999999999996,-0.051708796117471145,-0.02546156174334141,0.07810922379945634,0.02446861268047712,0.9310762254289706,1.3474951615825987,-3.488,3.9359999999999964,2.687999999999999,-1.6546814757590766,2.499495161582603,0.7829956057752678,-0.8147699757869251,0.6161971830985916,-0.1535257142857142,0.125,-0.0689999999999999,0.53,0.5836471221086605,0.4830508474576271,0.4804742857142857,0.4446610169491525,0.9310762254289706,1.3474951615825987,-3.488,3.9359999999999964,2.687999999999999,-1.6546814757590766,2.499495161582603,0.7829956057752678,-0.8147699757869251
